"duplicate_id","author","year","journal","doi","title","label","source","pages","volume","number","abstract","isbn","record_ids"
"sr2_elicit_105","Marco Marando, A. Tamburello, P. Gianella, Rebecca Taylor, E. Bernasconi, Tanja Fusi-Schmidhauser","2022","Caspian Journal of Internal Medicine","10.22088/cjim.13.0.139","Diagnostic sensitivity of RT-PCR assays on nasopharyngeal specimens for detection of SARS-CoV-2 infection: A Systematic Review and Meta-Analysis","elicit_exclude","elicit",NA,NA,NA,NA,NA,"sr2_elicit_105"
"sr2_elicit_107","P. Drain, R. Sulaiman, Melanie Hoppers, N. Lindner, V. Lawson, J. Ellis","2021","American Journal of Clinical Pathology","10.1093/ajcp/aqab173","Performance of the LumiraDx Microfluidic Immunofluorescence Point-of-Care SARS-CoV-2 Antigen Test in Asymptomatic Adults and Children","original_ft_exclude, elicit_include","elicit, original",NA,NA,NA,NA,NA,"sr2_elicit_107, sr2_original_186"
"sr2_elicit_108","Cheng-Chieh Chen, Shih-Yen Chen, S. Fang, Shou-Cheng Lu, C. Bai, Yuan-Hung Wang","2022","Pediatrics and Neonatology","10.1016/j.pedneo.2022.07.012","Diagnostic accuracy of SARS-CoV-2 antigen test in the pediatric population: A systematic review and meta-analysis","elicit_exclude","elicit",NA,NA,NA,NA,NA,"sr2_elicit_108"
"sr2_elicit_109","K. Jakobsen, J. S. Jensen, T. Todsen, Freddy Lippert, Cyril Jean-Marie Martel, Mads Klokker, C. von Buchwald","2021","medRxiv","10.1101/2021.01.22.21250042","Detection of SARS-CoV-2 infection by rapid antigen test in comparison with RT-PCR in a public setting","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_109"
"sr2_elicit_11","Muhammad Fazli Khalid, Kasturi Selvam, Alfeq Jazree Nashru Jeffry, Mohamad Fazrul Salmi, M. A. Najib, M. N. Norhayati, I. Aziah","2022","Diagnostics","10.3390/diagnostics12010110","Performance of Rapid Antigen Tests for COVID-19 Diagnosis: A Systematic Review and Meta-Analysis","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_11"
"sr2_elicit_111","Zahra Eslami Mohammadie, S. Akhlaghi, Saeed Samaeinasab, Shakiba Shaterzadeh-Bojd, T. Jamialahmadi, A. Sahebkar","2023","Reviews in Medical Virology","10.1002/rmv.2428","Clinical performance of rapid antigen tests in comparison to RT‐PCR for SARS‐COV‐2 diagnosis in Omicron variant: A systematic review and meta‐analysis","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_111"
"sr2_elicit_113","A. Cubas-Atienzar, Fiona Bell, R. Byrne, K. Buist, D. Clark, M. Cocozza, A. Collins, L. Cuevas, A. Duvoix, N. Easom, T. Edwards, Daniella M. Ferreira, T. Fletcher, Elisabetta Groppelli, A. Hyder-Wright, Ewelina Kadamus, D. Kirwan, K. Kontogianni, S. Krishna, Diana Kluczna, Julian Mark, J. Mensah-Kane, E. Miller, E. Mitsi, D. Norton, E. O'Connor, S. Owen, T. Planche, S. Shelley, H. Staines, D. Tate, C. R. Thompson, G. Walker, C. Williams, D. Wooding, J. Fitchett, E. Adams, J. H. Wijgert","2021","-","-","Accuracy of the Mologic COVID-19 rapid antigen test: a prospective multi-centre analytical and clinical evaluation [version 1; peer review: 1 approved with reservations]","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_113"
"sr2_elicit_115","Christoph Wertenauer, G. B. Michael, A. Dressel, Caroline Pfeifer, U. Hauser, E. Wieland, C. Mayer, Caren Mutschmann, M. Roskos, Hans-Jörg Wertenauer, W. März","2021","medRxiv","10.1101/2021.08.04.21261609","Diagnostic Efficacy of Rapid Antigen Testing for SARS-CoV-2: The COVid-19 AntiGen (COVAG) study","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_115"
"sr2_elicit_116","A. Lindner, O. Nikolai, C. Rohardt, F. Kausch, M. Wintel, M. Gertler, S. Burock, Merle Hörig, Julian Bernhard, F. Tobian, M. Gaeddert, F. Lainati, V. Corman, Terry C. Jones, J. Sacks, J. Seybold, C. Denkinger, F. Mockenhaupt","2021","medRxiv","10.1101/2021.01.06.20249009","SARS-CoV-2 patient self-testing with an antigen-detecting rapid test: a head-to-head comparison with professional testing","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_116"
"sr2_elicit_117","A. L'Huillier, Matthieu Lacour, Debora Sadiku, M. A. Gadiri, Loraine De Siebenthal, M. Schibler, I. Eckerle, Selina Pinösch, L. Kaiser, A. Gervaix, Alban Glangetas, A. Galetto-Lacour, L. Lacroix","2021","medRxiv","10.1128/JCM.00991-21","Diagnostic Accuracy of SARS-CoV-2 Rapid Antigen Detection Testing in Symptomatic and Asymptomatic Children in the Clinical Setting","elicit_exclude","elicit",NA,NA,NA,NA,NA,"sr2_elicit_117"
"sr2_elicit_12","Lukas E Brümmer, S. Katzenschlager, S. McGrath, Stephan Schmitz, M. Gaeddert, C. Erdmann, M. Bota, M. Grilli, J. Larmann, M. Weigand, N. Pollock, A. Macé, B. Erkosar, S. Carmona, J. Sacks, S. Ongarello, C. Denkinger","2022","PLoS Medicine","10.1371/journal.pmed.1004011","Accuracy of rapid point-of-care antigen-based diagnostics for SARS-CoV-2: An updated systematic review and meta-analysis with meta-regression analyzing influencing factors","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_12"
"sr2_elicit_121","P. Mlcochova, D. Collier, A. Ritchie, S. Assennato, M. Hosmillo, N. Goel, B. Meng, Krishna Chatterjee, V. Mendoza, Nigel James Temperton, L. Kiss, L. James, K. Ciazynska, X. Xiong, J. Briggs, J. Nathan, Federica Mescia, L. Bergamaschi, Hongyi Zhang, P. Barmpounakis, N. Demeris, R. Skells, P. Lyons, J. Bradley, Steven F. Baker, J. Allain, Kenneth G. C. Smith, R. Bousfield, M. Wilson, Dominic Sparkes, Glenn Amoroso, E. Gkrania-Klotsas, Susie Hardwick, A. Boyle, I. Goodfellow, Ravindra K. Gupta, Stephen Baker, G. Dougan, Ravindra K. Gupta, P. Lehner, P. Lyons, N. Matheson, M. Toshner, M. Weekes, Nick M Brown, M. Curran, Surendra Palmar, D. Enoch, D. Chapman, A. Shaw, Sherly Jose, A. Bermperi, Julie Ann Zerrudo, Evgenia Kourampa, Laura Watson, Jieniean Worsley, C. Saunders, Ranalie de Jesus, Jason Domingo, C. Pasquale, B. Vergese, P. Vargas, Marivic Fabiculana, M. Perales, Lee Mynott, Elizabeth Blake, A. Bates, A. Vallier, Alexandria Williams, David Phillips, E. Chiu, A. Overhill, N. Ramenatte, J. Sipple, Steven G. Frost, H. Knock, R. Hardy, Emily Foster, Fiona Davidson, V. Rundell, P. Bundi, Richmond Abeseabe, S. Clark, I. Vicente, A. Elmer, C. Ribeiro, Jenny Kourampa, J. Kennet, J. Rowlands, A. Meadows, Criona O’Brien, Rebecca J Rastall, Cherry Crucusio, S. Hewitt, Jane Price, J. Calder, L. Canna, Ashlea Bucke, Hugo Tordesillas, Julie Harris, Valentina Ruffolo, B. Graves, H. Butcher, D. Caputo, Emma Le Gresley, B. Dunmore, Jennifer M. Martin, E. Legchenko, C. Treacy, Christopher Huang, Jennifer Wood, R. Sutcliffe, J. Hodgson, J. Shih, S. Graf, Z. Tong, F. Mescia, T. Tilly, Ciara O’Donnell, K. Hunter, L. Pointon, Nicole Pond, Marta Wylot, E. Jones, Stuart Fawke, Ben Bullman, L. Turner, Isobel Jarvis, Ommar Omarjee, Aloka De Sa, J. Marsden, Ariana Betancourt, Marianne R Perera, M. Epping, N. Richoz, G. Bower, Rahul Sharma, Francesca L. Nice, O. Huhn, Natalia Savoinykh Yarkoni, N. Romashova, Dan Lewis, Andrew Hinch, C. Cossetti, Mateusz Strezlecki, R. Grenfell, H. Stark, N. Walker, K. Stirrups, Nigel R. Ovington, Eleanor Dewhust, Emily Li, S. Papadia, N. Kingston, A. Lever, E. Torok, William Hamilton, G. Hall, A. Jahun, Y. Chaudhry, M. Pinckert, I. Georgana, A. Yakovleva, L. Caller, S. Caddy, T. Feltwell, F. Khokhar, L. Meredith, Charlotte Holdcroft, S. Parmar","2020","Cell Reports Medicine","10.1016/j.xcrm.2020.100099","Combined Point-of-Care Nucleic Acid and Antibody Testing for SARS-CoV-2 following Emergence of D614G Spike Variant","elicit_exclude","elicit",NA,NA,NA,NA,NA,"sr2_elicit_121"
"sr2_elicit_122","Paul K. Drain, Madhavi Ampajwala, C. Chappel, A. B. Gvozden, Melanie Hoppers, Melody Wang, Robert Rosen, Stephen Young, Edward Zissman, Michalina A Montaño","2020","medRxiv","10.1101/2020.12.11.20238410","A rapid, high-sensitivity SARS-CoV-2 nucleocapsid immunoassay to aid diagnosis of acute COVID-19 at the point of care","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_122"
"sr2_elicit_124","G. Patriquin, J. LeBlanc","2020","International Journal of Infectious Diseases","10.1016/j.ijid.2020.11.138","SARS-CoV-2 sensitivity limbo – How low can we go?","elicit_exclude","elicit",NA,NA,NA,NA,NA,"sr2_elicit_124"
"sr2_elicit_126","P. De Nardo, M. Tebon, A. Savoldi, N. Soriolo, E. Danese, D. Peserico, Matteo Morra, E. Gentilotti, Gulser Caliskan, P. Marchetti, Riccardo Cecchetto, A. Mazzariol, G. Verlato, D. Gibellini, E. Tacconelli","2023","Infectious Disease and Therapy","10.1007/s40121-023-00787-0","Diagnostic Accuracy of a Rapid SARS-CoV-2 Antigen Test Among People Experiencing Homelessness: A Prospective Cohort and Implementation Study","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_126"
"sr2_elicit_128","Auguste Brihn, Jamie Chang, Kelsey Oyong, S. Balter, D. Terashita, Zach Rubin, N. Yeganeh","2021","MMWR. Morbidity and mortality weekly report","10.15585/mmwr.mm7019a3","Diagnostic Performance of an Antigen Test with RT-PCR for the Detection of SARS-CoV-2 in a Hospital Setting — Los Angeles County, California, June–August 2020","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_128"
"sr2_elicit_130","Eman R. Badawy, Azza M Ezz El-Din, Randa A. El Zohne","2023","Egyptian Journal of Immunology","10.55133/eji.300102","Evaluation of diagnostic performance of a rapid antigen test in diagnosing COVID-19.","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_130"
"sr2_elicit_133","P. Zimmerman, C. King, M. Ghannoum, R. Bonomo, G. Procop","2021","Pathogens and Immunity","10.20411/pai.v6i1.422","Molecular Diagnosis of SARS-CoV-2: Assessing and Interpreting Nucleic Acid and Antigen Tests","elicit_exclude","elicit",NA,NA,NA,NA,NA,"sr2_elicit_133"
"sr2_elicit_134","M. Riccò, S. Ranzieri, F. Marchesi","2021","Journal of Infection","10.1016/j.jinf.2021.01.011","Rapid antigen tests for large-scale diagnostic campaigns: A case study from North-Eastern Italy","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_134"
"sr2_elicit_136","A. Krishnamoorthy, S. Chandrapalan, Gohar JalayeriNia, Yaqza Hussain, A. Bannaga, I. I. Lei, R. Arasaradnam","2023","Clinical medicine (London)","10.7861/clinmed.2022-0319","Influence of seasonal and operator variations on diagnostic accuracy of lateral flow devices during the COVID-19 pandemic: a systematic review and meta-analysis","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_136"
"sr2_elicit_138","Samuel G Urwin, B. C. Lendrem, Jana Suklan, Kile Green, S. Graziadio, P. Buckle, Paul, M. Dark, Adam L. Gordon, D. Lasserson, Brian Nicholson, D. A. Price, Charles, Reynard, M. Wilcox, G. Hayward, Graham Prestwich, V. Tate, W. Tristan, Clark, Raja V. Reddy, Hamish Houston, A. Gupta-Wright, L. John, Richard, Body, A. Allen","2021","-","-","FebriDx point-of-care test in patients with suspected COVID-19: a systematic review and individual patient data meta-analysis of diagnostic test accuracy studies","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_138"
"sr2_elicit_14","L. Bruemmer, S. Katzenschlager, S. McGrath, S. Schmitz, M. Gaeddert, C. Erdmann, M. Bota, M. Grilli, J. Larmann, M. Weigand, N. Pollock, A. Macé, B. Erkosar, S. Carmona, J. Sacks, S. Ongarello, C. Denkinger","2022","medRxiv","10.1101/2022.02.11.22270831","Accuracy of rapid point-of-care antigen-based diagnostics for SARS-CoV-2: an updated systematic review and meta-analysis with meta regression analyzing influencing factors","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_14"
"sr2_elicit_141","Ahmad Amirnajad","2022","-","10.2196/preprints.36575","Diagnostic Accuracy of Rapid Antigen Tests in Asymptomatic Close Contacts of Individuals With Confirmed SARS-CoV-2 Infections in the Herat Province of Afghanistan in 2021: Cross-sectional Study (Preprint)","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_141"
"sr2_elicit_142","A. Lindner, O. Nikolai, F. Kausch, M. Wintel, F. Hommes, M. Gertler, L. J. Krüger, M. Gaeddert, F. Tobian, F. Lainati, Lisa Köppel, J. Seybold, V. Corman, V. Corman, Christian Drosten, Christian Drosten, J. Hofmann, J. Sacks, F. Mockenhaupt, C. Denkinger","2020","medRxiv","10.1101/2020.10.26.20219600","Head-to-head comparison of SARS-CoV-2 antigen-detecting rapid test with self-collected anterior nasal swab versus professional-collected nasopharyngeal swab","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_142"
"sr2_elicit_146","S. Stovitz","2021","Annals of Internal Medicine","10.7326/ACPJ202105180-056","In suspected SARS-CoV-2, rapid antigen detection tests had 67% to 73% sensitivity and 98% to 100% specificity","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_146"
"sr2_elicit_147","K. Neukam, A. Lucero, A. Gutiérrez-Valencia, L. Amaya, N. Echegoyen, A. Martelli, C. Videla, F. D. Di Lello, Alfredo P. Martínez","2022","Frontiers in Public Health","10.3389/fpubh.2022.995249","Point-of-care detection of SARS-CoV-2 antigen among symptomatic vs. asymptomatic persons: Testing for COVID-19 vs. infectivity","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_147"
"sr2_elicit_149","R. Venekamp, I. Veldhuijzen, K. Moons, W. van den Bijllaardt, S. Pas, E. Lodder, R. Molenkamp, Z. Iglói, C. Wijers, C. O. dos Santos, S. Debast, M. Bruins, K. Polad, C. Nagel-Imming, W. Han, J. H. van de Wijgert, S. van den Hof, E. Schuit","2022","BMC Medicine","10.1186/s12916-022-02300-9","Detection of SARS-CoV-2 infection in the general population by three prevailing rapid antigen tests: cross-sectional diagnostic accuracy study","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_149"
"sr2_elicit_15","D. Ndwandwe, Lindi Mathebula, R. Kamadjeu, C. Wiysonge","2020","The Pan African Medical Journal","10.11604/pamj.supp.2020.37.1.25982","Cochrane corner: rapid point-of-care antigen and molecular-based tests for the diagnosis of COVID-19 infection","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_15"
"sr2_elicit_150","K. Manten, S. Katzenschlager, Lukas E Brümmer, Stephani Schmitz, M. Gaeddert, C. Erdmann, Maurizio Grilli, N. Pollock, A. Macé, B. Erkosar, Sergio Carmona, S. Ongarello, Cheryl C Johnson, J. Sacks, Verena Faehling, Linus Bornemann, Markus A Weigand, C. Denkinger, S. Yerlikaya","2024","Virology Journal","10.1186/s12985-024-02371-5","Clinical accuracy of instrument-based SARS-CoV-2 antigen diagnostic tests: a systematic review and meta-analysis.","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_150"
"sr2_elicit_151","Nina Germic, J. Hayer, Qian Feng","2023","medRxiv","10.1101/2023.09.15.23295560","Clinical Performance of SARS-CoV-2 Rapid Antigen Tests: A Systematic Review and Meta-Analysis","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_151"
"sr2_elicit_152","E. Kendall, N. Arinaminpathy, J. Sacks, Y. Manabe, S. Dittrich, S. Schumacher, D. Dowdy","2021","Epidemiology","10.1097/EDE.0000000000001400","Antigen-based Rapid Diagnostic Testing or Alternatives for Diagnosis of Symptomatic COVID-19","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_152"
"sr2_elicit_157","J. Aranaz-Andres, Abelardo Claudio Fernández Chávez, Amaranta McGee Laso, Melanie Abreu, Paloma Núñez, J. Galán, Rafael Cantón Moreno","2021","European Journal of Clinical Microbiology and Infectious Diseases","10.1007/s10096-021-04346-8","Analysis of the diagnostic accuracy of rapid antigenic tests for detection of SARS-CoV-2 in hospital outbreak situation","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_157"
"sr2_elicit_159","T. Fanshawe, Sharon Tonner, Philip J Turner, Jade Cogdale, Margaret Głogowska, Simon de Lusignan, Cecilia Okusi, Rafael Perera, P. Sebastianpillai, A. Williams, M. Zambon, Brian D Nicholson, F. Hobbs, Gail N. Hayward, Heather Kenyon, Joseph J. Lee, Mary Logan, Kathryn Lucas, Abigail A. Moore, Anna E. Seeley, J. Smylie, Sharon Tonner, A. Williams","2023","Clinical Microbiology and Infection","10.1016/j.cmi.2023.12.009","Diagnostic accuracy of a point-of-care antigen test for SARS-CoV-2 and influenza in a primary care population (RAPTOR-C19).","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_159"
"sr2_elicit_16","L. J. Krüger, M. Gaeddert, Lisa Köppel, L. Bruemmer, Claudius Gottschalk, Isabel Barreto Barreto Miranda, Paul Schnitzler, H. Kräusslich, A. Lindner, O. Nikolai, F. P. Mockenhaupt, J. Seybold, V. Corman, V. Corman, Christian Drosten, Christian Drosten, N. Pollock, A. Cubas-Atienzar, K. Kontogianni, Andrea M. Collins, A. Wright, B. Knorr, A. Welker, M. D. Vos, J. Sacks, Emily R. Adams, C. Denkinger","2020","medRxiv","10.1101/2020.10.01.20203836","Evaluation of the accuracy, ease of use and limit of detection of novel, rapid, antigen-detecting point-of-care diagnostics for SARS-CoV-2","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_16"
"sr2_elicit_162","Yeşim Tuyji Tok, H. Dinc, R. Akçin, F. Daşdemir, Önder Yüksel Eryiğit, M. Demirci, N. Gareayaghi, M. Kuşkucu, B. Kocazeybek","2022","Mikrobiyoloji Bulteni","10.5578/mb.20229805","[Evaluation of the Diagnostic Performance of SARS-CoV-2 Rapid Antigen Tests in COVID-19 Patients].","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_162"
"sr2_elicit_163","V. Keshav, L. Scott, A. David, L. Noble, E. Mayne, W. Stevens","2022","Methods in molecular biology","10.1007/978-1-0716-2111-0_4","Antigen-Based Point of Care Testing (POCT) for Diagnosing SARS-CoV-2: Assessing Performance.","elicit_exclude","elicit",NA,NA,NA,NA,NA,"sr2_elicit_163"
"sr2_elicit_164","Karolina Węgrzyńska, J. Walory, R. Charkiewicz, M. Lewandowska, I. Waśko, A. Kozińska, P. Majewski, A. Baraniak","2023","Biomedicines","10.3390/biomedicines11020493","Clinical Validation of GenBody COVID-19 Ag, Nasal and Nasopharyngeal Rapid Antigen Tests for Detection of SARS-CoV-2 in European Adult Population","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_164"
"sr2_elicit_167","C. Mattiuzzi, B. Henry, G. Lippi","2020","Diagnosis","10.1515/dx-2020-0131","Making sense of rapid antigen testing in severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) diagnostics","elicit_exclude","elicit",NA,NA,NA,NA,NA,"sr2_elicit_167"
"sr2_elicit_168","P. Merino-Amador, J. Guinea, I. Muñoz-Gallego, Patricia González-Donapetry, J. Galán, Nerea Antona, G. Cilla, S. Hernáez-Crespo, J. D. Tuesta, A. Torrella, F. González-Romo, P. Escribano, M. Sánchez-Castellano, Mercedes Sota-Busselo, A. Delgado-Iribarren, Julio García, R. Cantón, P. Muñoz, Dolores Folgueira, M. Cuenca‐Estrella, Jesús Oteo-Iglesias, -. S. P. C. V. group","2020","medRxiv","10.1101/2020.11.18.20230375","Multicenter evaluation of the Panbio COVID-19 Rapid Antigen-Detection Test for the diagnosis of SARS-CoV-2 infection","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_168"
"sr2_elicit_169","Raja Kamran Afzal, Farooq Ahmad, Shafia Nasir, M. Younas, Taiba Ahmad","2021","PAFMJ","10.51253/pafmj.v71i5.6708","DIAGNOSTIC ACCURACY OF PANBIO COVID-19 RAPID ANTIGEN METHOD FOR SCREENING IN EMERGENCY CASES","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_169"
"sr2_elicit_17","Cheng-Chieh Chen, Shou-Cheng Lu, C. Bai, Pei-Yu Wang, Kang-Yun Lee, Yuan-Hung Wang","2021","International Journal of Environmental Research and Public Health","10.3390/ijerph182111451","Diagnostic Accuracy of SARS-CoV-2 Antigen Tests for Community Transmission Screening: A Systematic Review and Meta-Analysis","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_17"
"sr2_elicit_170","R. Trevor, S. Grippon, H. Chen, L. Koh, D. Borley, P. Oladimeji, S. Kidd, J. Martin","2021","medRxiv","10.1101/2021.05.07.21256745","Meta-analysis of rapid direct-to-PCR assays for the qualitative detection of SARS-CoV-2","elicit_exclude","elicit",NA,NA,NA,NA,NA,"sr2_elicit_170"
"sr2_elicit_171","M. Soylu, M. Taşbakan, A. Zeytinoğlu, Ayça Aydın Uysal, Gamze Şanlıdağ, S. Memetali̇, C. Çiçek, Ayşe Deniz Gökengi̇n, Funda Karbek Akarca, S. Erensoy","2023","Ege Tıp Dergisi","10.19161/etd.1310582","Evaluation of a SARS-CoV-2 antigen test in the rapid diagnosis of COVID-19 suspected patients","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_171"
"sr2_elicit_172","L. Courtellemont, J. Guinard, C. Guillaume, S. Giaché, Rzepecki, A. Sève, C. Gubavu, K. Baud, H. Doize, C. LeHelloco, C. Lebegue, A. Tay, G. Cassuto, G. Pialoux, L. Hocqueloux, T. Prazuck","2020","-","10.1101/2020.10.28.20220657","High performance of a novel antigen detection test on nasopharyngeal specimens for SARS-CoV-2 infection diagnosis: a prospective study","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_172"
"sr2_elicit_173","L. Porte, Paulette Legarraga, V. Vollrath, X. Aguilera, J. Munita, R. Araos, Gabriel Pizarro, P. Vial, S. Dittrich, T. Weitzel","2020","-","10.2139/ssrn.3569871","Evaluation of Novel Antigen-Based Rapid Detection Test for the Diagnosis of SARS-CoV-2 in Respiratory Samples","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_173"
"sr2_elicit_176","Ágoston Hamar, Kristóf Filipánits, A. Váradi, Rita Váradi-Rácz, H. Gellén, Krisztina Futács, P. Urbán, Gábor L. Kovács, K. Gombos","2022","Frontiers in Medicine","10.3389/fmed.2022.908127","Diagnostic accuracy of SARS-CoV-2 Panbio™ rapid antigen diagnostic tests in a 4,440-case clinical follow-up","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_176"
"sr2_elicit_179","F. Fitoussi, S. Tonen-Wolyec, Natalio Awaida, Raphaël Dupont, L. Bélec","2021","-","10.21203/RS.3.RS-519746/V1","Analytical Performances of the Point-of-Care BIOSYNEX COVID-19 Ag BSS for the Detection of SARS‐CoV‐2 Nucleocapsid Protein in Nasopharyngeal Swabs: A Prospective Field Evaluation During the COVID-19 Third Wave in France","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_179"
"sr2_elicit_181","Maryza Graham, Stephen Muhi, T. Hoang, S. Ballard, J. McAuley, J. Kwong, D. Williamson, B. Howden","2021","Pathology (Sydney)","10.1016/j.pathol.2021.07.002","Multi-site point of care assessment of Abbott ID NOW rapid molecular test for SARS-CoV-2 in a low-prevalence setting","elicit_exclude","elicit",NA,NA,NA,NA,NA,"sr2_elicit_181"
"sr2_elicit_185","Oana Bulilete, Patricia Lorente, A. Leiva, E. Carandell, A. Oliver, Estrella Rojo, Pau Pericas, J. Llobera","2020","medRxiv","10.1101/2020.11.13.20231316","Evaluation of the Panbio rapid antigen test for SARS-CoV-2 in primary health care centers and test sites.","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_185"
"sr2_elicit_186","K. Harmon, Anabelle M. de. St. Maurice, Adam C. Brady, S. Swaminathan, D. Aukerman, Miguel A Rueda, Kimberly A Terrell, Randall P. Cohen, S. Gamradt, Sunday D. Henry, Lindsay M. Huston, D. Mcallister, K. M. McCarty, Anthony N. Pass, Stephen Paul, David J. Petron, S. Kliethermes","2021","BMJ Open Sport & Exercise Medicine","10.1136/bmjsem-2021-001137","Surveillance testing for SARS-COV-2 infection in an asymptomatic athlete population: a prospective cohort study with 123 362 tests and 23 463 paired RT-PCR/antigen samples","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_186"
"sr2_elicit_187","B. Osmanodja, Klemens Budde, Daniel Zickler, M. Naik, Jörg Hofmann, M. Gertler, Claudia Hülso, Heike Rössig, Philipp Horn, J. Seybold, Stephanie Lunow, M. Bothmann, A. Barrera-Pesek, Manuel Mayrdorfer","2021","Journal of Clinical Medicine","10.3390/jcm10102099","Accuracy of a Novel SARS-CoV-2 Antigen-Detecting Rapid Diagnostic Test from Standardized Self-Collected Anterior Nasal Swabs","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_187"
"sr2_elicit_189","H. Sacks","2020","Annals of Internal Medicine","10.7326/ACPJ202010200-047","Accuracy of point-of-care diagnostic tests for SARS-CoV-2 antibodies (IgM/IgG) is heterogeneous","elicit_exclude","elicit",NA,NA,NA,NA,NA,"sr2_elicit_189"
"sr2_elicit_19","V. Parvu, D. Gary, J. Mann, Yu‐Chi Lin, Dorsey Mills, L. Cooper, J. Andrews, Y. Manabe, A. Pekosz, Charles K. Cooper","2021","Frontiers in Microbiology","10.3389/fmicb.2021.714242","Factors that Influence the Reported Sensitivity of Rapid Antigen Testing for SARS-CoV-2","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_19"
"sr2_elicit_193","T. Peto","2021","-","-","COVID-19: Rapid Antigen detection for SARS-CoV-2 by lateral flow 1 assay: a national systematic evaluation for mass-testing","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_193"
"sr2_elicit_196","N. Shaver, Alexandria Bennett, Andrew Beck, Niyati Vyas, Gabriele Zitiktye, Eric Lam, Barbara Whelan, Rhea O’Regan, A. Conway, B. Skidmore, D. Moher, Julian Little","2023","European Journal of Clinical Investigation","10.1111/eci.14058","Performance of different rapid antigen testing strategies for SARS‐CoV‐2: A living rapid review","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_196"
"sr2_elicit_198","A. Piek, M. Knoester, L. Gard, M. Lokate, H. Niesters, C.L. van Leer-Buter","2022","Journal of Clinical Virology","10.1016/j.jcv.2022.105326","SARS-CoV-2 antigen tests for screening of healthcare workers; experience with over 48,000 combined antigen tests and RT-PCR tests","elicit_include","elicit",NA,NA,NA,NA,NA,"sr2_elicit_198"
"sr2_elicit_199","P. Mlcochova, D. Collier, A. Ritchie, S. Assennato, M. Hosmillo, N. Goel, B. Meng, K. Chatterji, V. Mendoza, Nigel James Temperton, L. Kiss, K. A. Ciazyns, X. Xiong, J. Briggs, J. Nathan, F. Mescia, H. Zhang, P. Barmpounakis, N. Demeris, R. Skells, P. Lyons, J. Bradley, S. Baker, H. H. Lee, K. Smith, I. Goodfellow, R. Gupta","2020","medRxiv","10.1101/2020.06.16.20133157","Combined point of care nucleic acid and antibody testing for SARS-CoV-2: a prospective cohort study in suspected moderate to severe COVID-19 disease.","elicit_exclude","elicit",NA,NA,NA,NA,NA,"sr2_elicit_199"
