"duplicate_id","author","year","journal","doi","title","label","source","pages","volume","number","abstract","isbn","record_ids"
"sr3_elicit_230","A. Russell, A. Russell, M. Donald, S. J. Borg, Jianzhen Zhang, L. Burridge, R. Ware, N. Begum, H. Mcintyre, C. Jackson","2018","Diabetologia","10.1007/s00125-018-4740-x","Clinical outcomes of an integrated primary–secondary model of care for individuals with complex type 2 diabetes: a non-inferiority randomised controlled trial","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_230"
"sr3_elicit_231","Helen Arputhanathan, J. Hyde, Temidayo Atilola, Douglas Queen, James A. Elliott, R. Sibbald","2022","Nursing management","10.1097/01.NUMA.0000855956.26020.1f","A patient navigation model to improve complex wound care outcomes","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_231"
"sr3_elicit_232","Karen O. Moss, R. Endacott","2015","The JBI Database of Systematic Reviews and Implementation Reports","10.11124/jbisrir-%Y-2014","The role of unregistered healthcare workers in preventing readmission to hospital: a systematic review protocol","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_232"
"sr3_elicit_233","J. Walsh, B. Harris, A. Roberts","2015","Primary Care Diabetes","10.1016/j.pcd.2014.10.003","Evaluation of a community diabetes initiative: Integrating diabetes care.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_233"
"sr3_elicit_234","B. Pesut, W. Duggleby, G. Warner, Sunita Ghosh, Paxton Bruce, Rowena Dunlop, G. Puurveen","2022","Palliative Care and Social Practice","10.1177/26323524221095102","Scaling out a palliative compassionate community innovation: Nav-CARE","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_234"
"sr3_elicit_235","M. Courtney, H. Edwards, A. Chang, A. Parker, K. Finlayson, K. Hamilton","2011","BMC Health Services Research","10.1186/1472-6963-11-202","A randomised controlled trial to prevent hospital readmissions and loss of functional ability in high risk older adults: a study protocol","elicit_ft_include","elicit",NA,NA,NA,NA,NA,"sr3_elicit_235"
"sr3_elicit_236","C. Hudon, M. Chouinard, Olivier Dumont-Samson, Annie-Pier Gobeil-Lavoie, J. Morneau, Mélanie Paradis, Y. Couturier, Marie-Ève Poitras, T. Poder, Véronique Sabourin, Mireille Lambert","2023","Health Policy","10.1016/j.healthpol.2023.104804","Integrated case management between primary care clinics and hospitals for people with complex needs who frequently use healthcare services: A multiple-case embedded study.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_236"
"sr3_elicit_237","Magnus Nord, J. Lyth, J. Alwin, J. Marcusson","2021","BMC Geriatrics","10.1186/s12877-021-02166-1","Costs and effects of comprehensive geriatric assessment in primary care for older adults with high risk for hospitalisation","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_237"
"sr3_elicit_238","T. Kwok, Jenny Lee, J. Woo, Diana T. F. Lee, S. Griffith","2007","Journal of Clinical Nursing","10.1111/J.1365-2702.2007.01978.X","A randomized controlled trial of a community nurse-supported hospital discharge programme in older patients with chronic heart failure.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_238"
"sr3_elicit_239","Kwan Ching Arkers Wong, Frances Kam Yuet Wong, W F Yeung, K. Chang","2018","Age and Ageing","10.1093/ageing/afx151","The effect of complex interventions on supporting self-care among community-dwelling older adults: a systematic review and meta-analysis","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_239"
"sr3_elicit_24","Jennifer Boak",NA,NA,NA,"Improving quality of care through detection for care complexity amongst community-dwelling older people receiving community nursing support: The ImPaCt study Randomised Controlled Trial","elicit_ft_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_24"
"sr3_elicit_240","Rebecca K. Pang, C. Weller, V. Srikanth, B. Shannon, N. Andrew","2021","Cochrane Database of Systematic Reviews","10.1002/14651858.cd014713","Community care navigation intervention for people who are at-risk of unplanned hospital presentations","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_240"
"sr3_elicit_241","D. Lee, L. Tirlea, T. Haines","2020","Health and Social Care in the community","10.1111/hsc.12984","Non-pharmacological interventions to prevent hospital or nursing home admissions among community-dwelling older people with dementia: A systematic review and meta-analysis.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_241"
"sr3_elicit_242","Rebecca Lawton, Jenni Murray, Ruth Baxter, Gerry Richardson, S. Cockayne, K. Baird, Laura Mandefield, S. Brealey, Jane O’Hara, Robbie Foy, L. Sheard, A. Cracknell, Edmund Breckin, Catherine Hewitt","2023","Trials","10.1186/s13063-023-07716-z","Evaluating an intervention to improve the safety and experience of transitions from hospital to home for older people (Your Care Needs You): a protocol for a cluster randomised controlled trial and process evaluation","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_242"
"sr3_elicit_243","Thea Dunn, J. Bliss, I. Ryrie","2021","International Journal of Older People Nursing","10.1111/opn.12361","The impact of community nurse-led interventions on the need for hospital use among older adults: An integrative review.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_243"
"sr3_elicit_244","T. Smets, L. Pivodic, Rose Miranda, F. Van Campe, C. Vinckier, Barb Pesut, Wendy Duggleby, Andrew N Davies, A. Lavan, P. May, Barbara Gomes, Maja Furlan de Brito, V. Rodrigues, K. Szczerbińska, V. Kijowska, I. Barańska, Stefanie De Buyser, Davide Ferraris, S. Alfieri, B. Scacciati, H. Du Cheyne, K. Chambaere, J. Gilissen, A. V. D. van der Plas, R. Pasman, B. Onwuteaka-Philipsen, L. Van den Block","2024","Trials","10.1186/s13063-024-08633-5","Implementation and evaluation of a navigation program for people with cancer in old age and their family caregivers: study protocol for the EU NAVIGATE International Pragmatic Randomized Controlled Trial","elicit_ft_include","elicit",NA,NA,NA,NA,NA,"sr3_elicit_244"
"sr3_elicit_245","Robin Miller, Sarah McLaughlin, Paul Gosling","2025","International Journal of Integrated Care","10.5334/ijic.icic24537","Building on assets: community-led approaches to integration within primary care","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_245"
"sr3_elicit_246","Aoife Dunne, Laura Quinn, Eimear Digan, Claire Campbell, Amy Reilly, Shalini John, Carole Murphy, Tara Everdeen, R. Martin","2024","Age and Ageing","10.1093/ageing/afae178.076","The Effectiveness of a Community Specialist Team for Older Persons in Preventing Emergency Department Attendances 30 and 90 Days Post-Intervention","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_246"
"sr3_elicit_247","Jacqueline Allen, Alison M. Hutchinson, Rhonda Brown, P. Livingston","2014","BMC Health Services Research","10.1186/1472-6963-14-346","Quality care outcomes following transitional care interventions for older people from hospital to home: a systematic review","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_247"
"sr3_elicit_248","T. Stefanidou, Gareth Ambler, Gergely Bartl, Nick Barber, Jo Billings, T. Bogatsu, Richard Carroll, B. Chipp, M. Conneely, Anne-Marie Downey, Gamze Evlat, Rachael Hunter, Marie Le Novere, Glyn Lewis, Tanya Mackay, Steven Marwaha, Zubair Matin, Georgia Naughton, C. Nekitsing, Millie O’Sullivan, Vanessa Pinfold, Shengning Pan, Angela Sobers, K. J. Thompson, J. Vasikaran, Martin Webber, Sonia Johnson, B. Lloyd-Evans","2023","Trials","10.1186/s13063-023-07684-4","Randomised controlled trial of the Community Navigator programme to reduce loneliness and depression for adults with treatment-resistant depression in secondary community mental health services: trial protocol","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_248"
"sr3_elicit_249","E. Rosario, Laura Espinoza, Ann T Vasile, S. Kaplan, Bonnie Scudder","2016",NA,"10.1016/j.apmr.2016.08.112","Promoting Discharge Success with a Navigation Team in Spinal Cord Injury","elicit_ft_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_249"
"sr3_elicit_25","M. Verhoeff, Janke F de Groot, Erik van Kan, Hanneke Peters-Siskens, Y. Vermeeren, B. V. van Munster","2023","International Journal of Integrated Care","10.5334/ijic.icic23313","A hospital care coordination team intervention for patients with multimorbidity","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_25"
"sr3_elicit_250","J. Suen, Elaina Parrillo, Ahmed Hassoon, Kimberly S Peairs, Olivia Stanford, J. Wenzel, J. Zabora, A. Dobs","2022","BMJ Open","10.1136/bmjopen-2022-067270","Improving cancer care for underserved populations in an academic and community practice setting: protocol for a community health worker pilot navigation programme","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_250"
"sr3_elicit_251","Rosalind M. Elliott, Joy Mei, Nicola Wormleaton, M. Fry","2021","Australasian Emergency Care","10.1016/j.auec.2021.01.001","Interventions for the discharge of older people to their home from the emergency department: a systematic review.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_251"
"sr3_elicit_252","J. Lintz, Tina Beruchashvili, M. Nonikashvili, M. Kereselidze, Cecilie Nørby, Nørby Lyhne, M. Bjerrum, Johansson Jørgensen, G. Belamaric, D. Matijevic, D. Vukovic, Z. Bukumiric, Mladenovic Jankovic, G. Markovic, G. Tamburkovski, K. Vojvodic, M. Jakovljevic, L. Green, A. Instone, A. Stielke, J. Allen, A. Cotter-Roberts, B. Bainham, L. Couzens, C. Beynon, M. Dyakova","2022","European Journal of Public Health","10.1093/eurpub/ckac131.003","Person-centred care to prevent hospitalisation - a focus group study with primary care providers","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_252"
"sr3_elicit_253","Christina Hayes","2024","Age and Ageing","10.1093/ageing/afae178.047","Effectiveness of Community-Based Multidisciplinary Integrated Care for Older Adults with General Practitioner Involvement: A Systematic Review and Meta-Analysis","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_253"
"sr3_elicit_254","John B. Young, John S. Green, A. Forster, N. Small, K. Lowson, Susan Bogle, J. George, D. Heseltine, T. Jayasuriya, J. Rowe","2007","Journal of The American Geriatrics Society","10.1111/j.1532-5415.2007.01456.x","Postacute Care for Older People in Community Hospitals: A Multicenter Randomized, Controlled Trial","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_254"
"sr3_elicit_255","Alissa Bernstein, J. Merrilees, Sarah Dulaney, Krista L. Harrison, W. Chiong, Paulina Ong, Julia C Heunis, Jeff Choi, Reilly Walker, Julie E Feuer, Kirby P. Lee, D. Dohan, S. Bonasera, B. Miller, K. Possin","2020","Alzheimer's & Dementia","10.1002/trc2.12010","Using care navigation to address caregiver burden in dementia: A qualitative case study analysis","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_255"
"sr3_elicit_256","Elisa Valía-Cotanda, A. Gil-Salmerón, Tamara Alhambra-Borrás, Jorge Garcés-Ferrer","2018","International Journal of Integrated Care","10.5334/ijic.s2367","Integrated care for elderly receiving hospital-at-home care: Designing an innovative home-based programme","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_256"
"sr3_elicit_257","D. Meltzer, G. Ruhnke","2014",NA,NA,"Care Physician Model Redesigning Care For Patients At Increased Hospitalization Risk : The Comprehensive","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_257"
"sr3_elicit_258","Taylor J Horyna, R. Jimenez, Linda Mcmurry, D. Buscemi, B. Cherry, C. Seifert","2020","Journal of healthcare management / American College of Healthcare Executives","10.1097/JHM-D-19-00123","An Evaluation of Interprofessional Patient Navigation Services in High Utilizers at a County Tertiary Teaching Health System.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_258"
"sr3_elicit_259","Debra G. Morgan, Melanie Bayly, Julie G Kosteniuk","2024","Innovation in aging","10.1093/geroni/igae098.2525","THE CARE NAVIGATOR ROLE IN RURAL PRIMARY CARE MEMORY CLINICS","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_259"
"sr3_elicit_26","R. M. A. van Erp, A. van Doorn, G. T. van den Brink, J. Peters, M. Laurant, A. V. van Vught","2021","International Journal of Integrated Care","10.5334/ijic.5485","Physician Assistants and Nurse Practitioners in Primary Care Plus: A Systematic Review","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_26"
"sr3_elicit_260","C. Harvey, Janine Palmer, D. Hegney, E. Willis, A. Baldwin, C. Rees, B. Heritage, S. Thompson, R. Forrest, Christopher J. O'Donnell, Robert N. Marshall, Sandy Mclellan, Jonathon Sibley, J. Judd, Bridget Ferguson, Anita Bamford-Wade, D. Brain","2019","Journal of Advanced Nursing","10.1111/jan.14041","The evaluation of nurse navigators in chronic and complex care.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_260"
"sr3_elicit_261","S. Goodwin","2022",NA,"10.3310/nihropenres.1115183.1","IMPROVE-Stroke: IMproving the PRevention Of Vascular Events after Stroke or TIA – a randomised controlled pilot trial of nurse independent prescriber-led care pathway-based risk factor management","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_261"
"sr3_elicit_262","Richard L. Reed, L. Roeger, B. Kaambwa","2024","BMC Health Services Research","10.1186/s12913-024-10799-2","Two-year follow-up of a clustered randomised controlled trial of a multicomponent general practice intervention for people at risk of poor health outcomes","elicit_ft_include","elicit",NA,NA,NA,NA,NA,"sr3_elicit_262"
"sr3_elicit_263","S. Hollingworth, M. Donald, Jianzhen Zhang, B. Vaikuntam, A. Russell, C. Jackson","2017","Primary Care Diabetes","10.1016/j.pcd.2017.03.009","Impact of a general practitioner-led integrated model of care on the cost of potentially preventable diabetes-related hospitalisations.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_263"
"sr3_elicit_264","A. Bourmaud, Y. Benoist, F. Tinquaut, C. Allary, J. Ramone-Louis, M. Oriol, J. Kalecinski, V. Dutertre, N. Léchopier, M. Pommier, S. Rousseau, A. Dumas, P. Amiel, V. Regnier, V. Buthion, F. Chauvin","2023","BMC Cancer","10.1186/s12885-022-10169-3","Patient navigation for colorectal cancer screening in deprived areas: the COLONAV cluster randomized controlled trial","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_264"
"sr3_elicit_265","Isaac Barker, A. Steventon, S. Deeny","2017","Clinical medicine (London)","10.7861/clinmedicine.17-3-s16","Continuity of care in general practice is associated with fewer ambulatory care sensitive hospital admissions: a cross-sectional study of routinely collected, person-level data.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_265"
"sr3_elicit_266","Virginia Iglesias-Sierra, N. Sánchez-Aguadero, J. Recio-Rodríguez, B. Sanchez-salgado, Luis Garcia-Ortiz, R. Alonso-Domínguez","2025","Nursing Reports","10.3390/nursrep15060191","Effectiveness of the Community Nurse Case Manager in Primary Care for Complex, Pluripathological, Chronic, Dependent Patients: A Study Protocol","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_266"
"sr3_elicit_267","J. E. Anderson, S. Larke","2009","Mental Health in Family Medicine",NA,"Navigating the mental health and addictions maze: a community-based pilot project of a new role in primary mental health care.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_267"
"sr3_elicit_268","K. Harper, Nicholas P Gibson, Annette D Barton, A. Petta, S. Pearson, A. Celenza","2013","Emergency Medicine Australasia","10.1111/1742-6723.12098","Effects of emergency department Care Coordination Team referrals in older people presenting with a fall","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_268"
"sr3_elicit_269","Odete Araújo, Isabel Lage, J. Cabrita, L. Teixeira","2015","Journal of Advanced Nursing","10.1111/jan.12697","Intervention in informal caregivers who take care of older people after a stroke (InCARE): study protocol for a randomised trial.","elicit_ft_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_269"
"sr3_elicit_27","Clare Hannan-Jones, Charlotte E. Young, G. Mitchell, Allyson Mutch","2019","Australian Journal of Primary Health","10.1071/PY19042","Exploring nurse navigators.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_27"
"sr3_elicit_270","Thomasb, Mannc, Huwsb, Elwynb, Paranjothyb, Purdya","2013",NA,NA,"Is case management effective in reducing the risk of unplanned hospital admissions for older people ?","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_270"
"sr3_elicit_271","M. Leyenaar, B. McLeod, A. Jones, A. Brousseau, É. Mercier, R. Strum, M. Nolan, S. Sinha, G. Agarwal, W. Tavares, Andrew P. Costa","2021","Canadian Journal of Emergency Medicine","10.1007/s43678-021-00153-4","Paramedics assessing patients with complex comorbidities in community settings: results from the CARPE study","elicit_tiab_exclude","elicit, elicit",NA,NA,NA,NA,NA,"sr3_elicit_271, sr3_elicit_342"
"sr3_elicit_272","Srabani Banerjee, C. Argáez","2021",NA,"10.51731/CJHT.2021.38","Patient Navigation Programs for People With Dementia","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_272"
"sr3_elicit_273","G. Duncan, Cathy Ngo, L. Fanning, David A. Taylor, K. McNamara, S. Caliph, Bill Suen, Stefanie Johnston, P. Darzins","2020","Research in Social and Administrative Pharmacy","10.1016/j.sapharm.2020.03.024","Protocol for a randomised controlled trial evaluating the impact of a community pharmacy discharge medication reconciliation service on unplanned hospital readmissions - The DCMedsRec trial.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_273"
"sr3_elicit_274","Julian Abel, Helen Kingston, A. Scally, Jenny Hartnoll, Gareth Hannam, Alexandra Thomson-Moore, A. Kellehear","2018","The British journal of general practice : the journal of the Royal College of General Practitioners","10.3399/bjgp18X699437","Reducing emergency hospital admissions: a population health complex intervention of an enhanced model of primary care and compassionate communities.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_274"
"sr3_elicit_275","D. Henderson, I. Atherton, C. McCowan, S. Mercer, N. Bailey","2020","International Journal of Population Data Science","10.23889/ijpds.v5i5.1519","Factors Associated with Unplanned Admission to Hospital: A National Time-To-Event Analysis of Over 65s In Scotland","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_275"
"sr3_elicit_276","Lesley E Williamson, K. Sleeman, C. Evans","2023","International Journal of Geriatric Psychiatry","10.1002/gps.5966","Exploring access to community care and emergency department use among people with dementia: A qualitative interview study with people with dementia, and current and bereaved caregivers","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_276"
"sr3_elicit_277","Richard L. Reed, L. Roeger, Yuen H Kwok, B. Kaambwa, S. Allison, R. Osborne","2022","Medical Journal of Australia","10.5694/mja2.51484","A general practice intervention for people at risk of poor health outcomes: the Flinders QUEST cluster randomised controlled trial and economic evaluation","elicit_ft_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_277"
"sr3_elicit_278","A. Berezowska, E. Passchier, E. Bleiker","2020","Supportive Care in Cancer","10.1007/s00520-020-05721-5","Professional patient navigation in a hospital setting: a randomized controlled trial","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_278"
"sr3_elicit_279","Annette Peart, V. Lewis, T. Brown, G. Russell","2018","BMJ Open","10.1136/bmjopen-2017-019252","Patient navigators facilitating access to primary care: a scoping review","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_279"
"sr3_elicit_28","Chloé Gervès-Pinquié, Fatima Daumas-Yatim, B. Lalloué, A. Girault, M. Ferrua, A. Fourcade, F. Lemare, M. Dipalma, E. Minvielle","2017","BMC Health Services Research","10.1186/s12913-017-2066-x","Impacts of a navigation program based on health information technology for patients receiving oral anticancer therapy: the CAPRI randomized controlled trial","elicit_ft_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_28"
"sr3_elicit_280","Mieke Deschodt, Gwen Laurent, Lonne Cornelissen, Olivia Yip, F. Zúñiga, K. Denhaerynck, M. Briel, Azra Karabegovic, S. D. De Geest","2020","International Journal of Nursing Studies","10.1016/j.ijnurstu.2020.103552","Core components and impact of nurse-led integrated care models for home-dwelling older people: A systematic review and meta-analysis.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_280"
"sr3_elicit_281","T. Wasan, B. Hayhoe, Meryem Cicek, Elena Lammila-Escalera, D. Nicholls, A. Majeed, G. Greenfield","2023","Journal of the Royal Society of Medicine","10.1177/01410768231186224","The effects of community interventions on unplanned healthcare use in patients with multimorbidity: a systematic review","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_281"
"sr3_elicit_282","A. Jairoun, S. S. Al-Hemyari, Maimona Jairoun, F. El‑Dahiyat, Mina Rabea Al Ani, Mustafa Habeb","2021","Research in Social and Administrative Pharmacy","10.1016/j.sapharm.2021.11.005","Hidden factors in community pharmacy related to medication safety risks: Pushing patient safety to breaking point.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_282"
"sr3_elicit_283","S. Tierney, G. Wong, K. Mahtani","2019",NA,NA,"How is ‘care navigation’ understood and implemented currently across England? A cross-sectional study of NHS clinical commissioning groups","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_283"
"sr3_elicit_284","Michael Liu, K. Pridham, Jesse Jenkinson, R. Nisenbaum, L. Richard, Cheryl Pedersen, Rebecca Brown, Sareeha Virani, Fred Ellerington, Alyssa Ranieri, Oluwagbenga O. Dada, Matthew J To, Gabriel Fabreau, K. McBrien, V. Stergiopoulos, A. Palepu, Stephen W. Hwang","2022","BMJ Open","10.1136/bmjopen-2022-065688","Navigator programme for hospitalised adults experiencing homelessness: protocol for a pragmatic randomised controlled trial","elicit_ft_include","elicit",NA,NA,NA,NA,NA,"sr3_elicit_284"
"sr3_elicit_285","Tammy Ling, D. Basic, E. Tcharkhedian, Josephine Campisi, Bernadette Pringle, Angela Khoo","2024","Australasian Journal on Ageing","10.1111/ajag.13356","Care in the Community: A COVID‐19 initiative to reduce hospital re‐presentations among community‐dwelling people","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_285"
"sr3_elicit_286","Alison Watson, L. Charlesworth, Ruth Jacob, D. Kendrick, P. Logan, Fiona Marshall, A. Montgomery, T. Sach, W. Tan, Maria Walker, J. Waring, D. Whitham, O. Sahota","2015","Trials","10.1186/s13063-015-0551-2","The Community In-Reach and Care Transition (CIRACT) clinical and cost-effectiveness study: study protocol for a randomised controlled trial","elicit_ft_include","elicit",NA,NA,NA,NA,NA,"sr3_elicit_286"
"sr3_elicit_287","E. Soto-Pérez-de-Celis, Y. Chávarri-Guerra, W. Ramos-López, Jacqueline Alcalde-Castro, A. Covarrubias-Gómez, Á. Navarro-Lara, Paulina Quiroz-Friedman, Sofía Sánchez-Román, N. Alcocer-Castillejos, J. Aguilar-Velazco, A. Bukowski, Juan Alberto Chávarri-Maldonado, Sergio Contreras-Garduño, L. Krush, Itoro E Inoyo, Andrea Medina-Campos, María Luisa Moreno-García, V. Pérez-Montessoro, M. Bourlon, Roberto de la Peña-Lopez, Héctor de la Mora-Molina, E. León-Rodríguez, A. Mohar, P. Goss","2020","The Oncologist","10.1002/onco.13599","Patient Navigation to Improve Early Access to Supportive Care for Patients with Advanced Cancer in Resource-limited Settings: a Randomized Controlled Trial.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_287"
"sr3_elicit_288","A. Fournaise, J. Lauridsen, S. K. Nissen, C. Gudex, M. Bech, A. Mejldal, U. Wiil, Jesper B. Rasmussen, K. Kidholm, L. Matzen, Kurt Espersen, K. Andersen-Ranberg","2023","The Lancet Healthy Longevity","10.1016/s2666-7568(23)00023-5","Structured decision support to prevent hospitalisations of community-dwelling older adults in Denmark (PATINA): an open-label, stepped-wedge, cluster-randomised controlled trial.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_288"
"sr3_elicit_289","R. Chung, Stewart W. Mercer, Benjamin H. K. Yip, Stephanie W. C. Chan, Francisco T. T. Lai, H. H. Wang, M. C. Wong, Carmen K. M. Wong, R. Sit, E. Yeoh, S. Y. Wong","2016","Scientific Reports","10.1038/srep29758","The association between types of regular primary care and hospitalization among people with and without multimorbidity: A household survey on 25,780 Chinese","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_289"
"sr3_elicit_29","S. Dahrouge, Alain P Gauthier, François Chiocchio, J. Presseau, C. Kendall, M. Lemonde, Marie-Hélène Chomienne, Andrea Perna, Darene Toal-Sullivan, Rose A Devlin, P. Timony, D. Prud'homme","2019","JMIR Research Protocols","10.2196/11022","Access to Resources in the Community Through Navigation: Protocol for a Mixed-Methods Feasibility Study","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_29"
"sr3_elicit_290","Ikhwan Marion, Derek Cribbin","2024","Age and Ageing","10.1093/ageing/afae178.041","Redesigning Community Dwelling Geriatric Integrated Care Program for Better Care Co-Ordination and Health Outcomes","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_290"
"sr3_elicit_291","Jianzhen Zhang, L. Burridge, K. Baxter, M. Donald, M. Foster, S. Hollingworth, R. Ware, A. Russell, C. Jackson","2013","Trials","10.1186/1745-6215-14-382","A new model of integrated primary-secondary care for complex diabetes in the community: study protocol for a randomised controlled trial","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_291"
"sr3_elicit_292","J. Redfern, Nashid Hafiz, K. Hyun, A. Knight, C. Hespe, C. Chow, T. Briffa, R. Gallagher, C. Reid, D. Hare, N. Zwar, M. Woodward, S. Jan, E. Atkins, T. Laba, E. Halcomb, L. Billot, T. Johnson, T. Usherwood","2020","BMC Family Practice","10.1186/s12875-020-01105-0","QUality improvement in primary care to prevent hospitalisations and improve Effectiveness and efficiency of care for people Living with coronary heart disease (QUEL): protocol for a 24-month cluster randomised controlled trial in primary care","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_292"
"sr3_elicit_293","Bishnu Bahadur Thapa, Xinqi Li, O. Galárraga","2022","American Journal of Managed Care","10.37765/ajmc.2022.88862","Impacts of community-based care program on health care utilization and cost.","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_293"
"sr3_elicit_294","M. Bruce, M. Lohman, Rebecca L. Greenberg, Y. Bao, P. Raue","2016","Journal of The American Geriatrics Society","10.1111/jgs.14440","Integrating Depression Care Management into Medicare Home Health Reduces Risk of 30‐ and 60‐Day Hospitalization: The Depression Care for Patients at Home Cluster‐Randomized Trial","elicit_ft_include, original_exclude","elicit, original","2196-2203","64","11",NA,NA,"sr3_elicit_294, sr3_original_44"
"sr3_elicit_295","N. Hanson, L. Skerry, K. O’Keefe, T. Freeze, C. Nguyen, R. Somal, K. Faig, P. Jarrett","2025","Age and Ageing","10.1093/ageing/afae277.091","2789 Patient navigator coordination of transitions for older adults with fractures: family caregiver experiences","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_295"
"sr3_elicit_296","Trechelle Herington","2025","International Journal of Integrated Care","10.5334/ijic.icic24201","Pathways++ a stepped model of integrated care","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_296"
"sr3_elicit_297","Jessica Gaber, D. Oliver, R. Valaitis, Laura Cleghorn, L. Lamarche, Ernie Avilla, F. Parascandalo, D. Price, L. Dolovich","2020","BMC Family Practice","10.1186/s12875-020-01165-2","Experiences of integrating community volunteers as extensions of the primary care team to help support older adults at home: a qualitative study","elicit_tiab_exclude","elicit",NA,NA,NA,NA,NA,"sr3_elicit_297"
