"duplicate_id","author","year","journal","doi","title","abstract","label","source","pages","volume","number","isbn","record_ids"
"sr3_nk_1002",NA,"2009",NA,"10.1001/jama.2009.1198","Effects of a palliative care intervention on clinical outcomes in patients with advanced cancer: the Project ENABLE II randomized controlled trial","CONTEXT: There are few randomized controlled trials on the effectiveness of palliative care interventions to improve the care of patients with advanced cancer. OBJECTIVE: To determine the effect of a nursing‐led intervention on quality of life, symptom intensity, mood, and resource use in patients with advanced cancer. DESIGN, SETTING, AND PARTICIPANTS: Randomized controlled trial conducted from November 2003 through May 2008 of 322 patients with advanced cancer in a rural, National Cancer Institute‐designated comprehensive cancer center in New Hampshire and affiliated outreach clinics and a VA medical center in Vermont. INTERVENTIONS: A multicomponent, psychoeducational intervention (Project ENABLE [Educate, Nurture, Advise, Before Life Ends]) conducted by advanced practice nurses consisting of 4 weekly educational sessions and monthly follow‐up sessions until death or study completion (n = 161) vs usual care (n = 161). MAIN OUTCOME MEASURES: Quality of life was measured by the Functional Assessment of Chronic Illness Therapy for Palliative Care (score range, 0‐184). Symptom intensity was measured by the Edmonton Symptom Assessment Scale (score range, 0‐900). Mood was measured by the Center for Epidemiological Studies Depression Scale (range, 0‐60). These measures were assessed at baseline, 1 month, and every 3 months until death or study completion. Intensity of service was measured as the number of days in the hospital and in the intensive care unit (ICU) and the number of emergency department visits recorded in the electronic medical record. RESULTS: A total of 322 participants with cancer of the gastrointestinal tract (41%; 67 in the usual care group vs 66 in the intervention group), lung (36%; 58 vs 59), genitourinary tract (12%; 20 vs 19), and breast (10%; 16 vs 17) were randomized. The estimated treatment effects (intervention minus usual care) for all participants were a mean (SE) of 4.6 (2) for quality of life (P = .02), ‐27.8 (15) for symptom intensity (P = .06), and ‐1.8 (0.81) for depressed mood (P = .02). The estimated treatment effects in participants who died during the study were a mean (SE) of 8.6 (3.6) for quality of life (P = .02), ‐24.2 (20.5) for symptom intensity (P = .24), and ‐2.7 (1.2) for depressed mood (P = .03). Intensity of service did not differ between the 2 groups. CONCLUSION: Compared with participants receiving usual oncology care, those receiving a nurse‐led, palliative care‐focused intervention addressing physical, psychosocial, and care coordination provided concurrently with oncology care had higher scores for quality of life and mood, but did not have improvements in symptom intensity scores or reduced days in the hospital or ICU or emergency department visits. TRIAL REGISTRATION: clinicaltrials.gov Identifier: NCT00253383.","nk_robot_include","nk",NA,NA,NA,NA,"sr3_nk_1002"
"sr3_nk_10021","Cameron J.I.","2016","International Journal of Stroke","10.1177/1747493016660102","Canadian Stroke Best Practice Recommendations: Managing transitions of care following Stroke, Guidelines Update 2016","Every year, approximately 62,000 people with stroke and transient ischemic attack are treated in Canadian hospitals. For patients, families and caregivers, this can be a difficult time of adjustment. The 2016 update of the Canadian Managing Transitions of Care following Stroke guideline is a comprehensive summary of current evidence-based and consensus-based recommendations appropriate for use by clinicians who provide care to patients following stroke across a broad range of settings. The focus of these recommendations is on support, education and skills training for patients, families and caregivers; effective discharge planning; interprofessional communication; adaptation in resuming activities of daily living; and transition to long-term care for patients who are unable to return to or remain at home. Unlike other modules contained in the Canadian Stroke Best Practice Recommendations (such as acute inpatient care), many of these recommendations are based on consensus opinion, or evidence level C, highlighting the absence of conventional evidence (i.e. randomized controlled trials) in this area of stroke care. The quality of care transitions between stages and settings may have a direct impact on patient and family outcomes such as coping, readmissions and functional recovery. While many qualitative and non-controlled studies were reviewed, this gap in evidence combined with the fact that mortality from stoke is decreasing and more people are living with the effects of stroke, underscores the need to channel a portion of available research funds to recovery and adaptation following the acute phase of stroke.Copyright © 2016, © 2016 World Stroke Organization.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_10021"
"sr3_nk_10023","Campbell F.","2016","Cochrane Database of Systematic Reviews","10.1002/14651858.cd009794.pub2","Transition of care for adolescents from paediatric services to adult health services","Background: There is evidence that the process of transition from paediatric (child) to adult health services is often associated with deterioration in the health of adolescents with chronic conditions.Transitional care is the term used to describe services that seek to bridge this care gap. It has been defined as 'the purposeful, planned movement of adolescents and young adults with chronic physical and medical conditions from child-centred to adult-oriented health care systems'. In order to develop appropriate services for adolescents, evidence of what works and what factors act as barriers and facilitators of effective interventions is needed. Objective(s): To evaluate the effectiveness of interventions designed to improve the transition of care for adolescents from paediatric to adult health services. Search Method(s): We searched The Cochrane Central Register of Controlled Trials 2015, Issue 1, (including the Cochrane Effective Practice and Organisation of Care Group Specialised Register), MEDLINE, EMBASE, PsycINFO, and Web of Knowledge to 19 June 2015. We also searched reference lists of included studies and relevant reviews, and contacted experts and study authors for additional studies. Selection Criteria: We considered randomised controlled trials (RCTs), controlled before- and after-studies (CBAs), and interrupted time-series studies (ITSs) that evaluated the effectiveness of any intervention (care model or clinical pathway), that aimed to improve the transition of care for adolescents from paediatric to adult health services. We considered adolescents with any chronic condition that required ongoing clinical care, who were leaving paediatric services and going on to receive services in adult healthcare units, and their families. Participating providers included all health professionals responsible for the care of young people. Data Collection and Analysis: Two review authors independently extracted data from included papers, assessed the risk of bias of each study, and assessed the certainty of the evidence for the main comparisons using GRADE. Discrepancies were resolved by discussion. Authors were contacted for missing data. We reported the findings of the studies as pre- and post-intervention means and calculated the unadjusted absolute change from baseline with 95% confidence intervals (CI). Main Result(s): We included four RCTs (N = 238 participants) that explored: a two-day workshop-based transition preparation training for adolescents with spina bifida; a nurse-led, one-on-one, teaching session with the additional support of a 'health passport' for adolescents with heart disease; a web- and SMS-based educational intervention for adolescents with a range of different conditions; and a structured comprehensive transition programme with a transition co-ordinator for adolescents with type 1 diabetes. One study evaluating a one-on-one nurse-led intervention, and one evaluating a technology-based intervention suggested that these interventions may lead to slight improvements in transitional readiness and chronic disease self-management measured at six- to eight-month follow-ups (low certainty evidence). Results with the TRAQ self-management tool were: MD 0.20; 95% CI -0.16 to 0.56 and MD 0.43; 95% CI; -0.09 to 0.95; with the TRAQ self-advocacy tool: MD 0.37; 95% CI -0.06 to 0.80; and with the PAM tool were: MD 10; 95% CI 2.96 to 17.04. In contrast, transition-preparation training delivered via a two-day workshop for patients with spina bifida may lead to little or no difference in measures of self-care practice and general health behaviours when measured using the DSCPI-90©. Two studies evaluated the use of health services. One study evaluated a technology-based intervention and another a comprehensive transition programme; these interventions may lead to slightly more young people taking positive steps to initiate contact with health professionals themselves (Relative risk (RR): 4.87; 95% CI 0.24 to 98.12 and RR 1.50; 95% CI 0.32 to 6.94, respectively; low certainty evidence. Young people's knowledge of their disease may slightly improve with a nurse-led, one-on-one intervention to prepare young people for transition to an adult congenital heart programme (MD 14; 95% CI 2.67 to 25.33; one study; low certainty evidence). Disease-specific outcome measures were reported in two studies, both of which led to little or no difference in outcomes (low certainty evidence). One study found little or no difference between intervention and control groups. A second study found that follow-up HbA1c in young people with type 1 diabetes mellitus increased by 1.2% for each percentage increase in baseline HbA1c, independent of treatment group (1.2%; 95% CI 0.4 to 1.9; P = 0.01). Transition interventions may lead to little or no difference in well-being or quality of life as measured with the PARS III or PedsQ (two studies; low certainty evidence). Both the technology-based intervention and the two-day workshop for young people with spina bifida found little or no difference between intervention and control groups (MD 1.29; 95% CI -4.49 to 7.07). One study did not report the data. Four telephone support calls from a transition co-ordinator may lead to little or no difference in rates of transfer from paediatric to adult diabetes services (one study; low certainty evidence). At 12-month follow-up, there was little or no difference between groups of young people receiving usual care or a telephone support (RR 0.80; 95% CI 0.59 to 1.08)). They may slightly reduce the risk of disease-related hospital admissions at 12-month follow-up (RR 0.29; 95% CI 0.03 to 2.40). Authors' conclusions: The available evidence (four small studies; N = 238), covers a limited range of interventions developed to facilitate transition in a limited number of clinical conditions, with only four to 12 months follow-up. These follow-up periods may not be long enough for any changes to become apparent as transition is a lengthy process. There was evidence of improvement in patients' knowledge of their condition in one study, and improvements in self-efficacy and confidence in another, but since few studies were eligible for this review, and the overall certainty of the body of this evidence is low, no firm conclusions can be drawn about the effectiveness of the evaluated interventions. Further research is very likely to have an important impact on our confidence in the intervention effect and likely could change our conclusions. There is considerable scope for the rigorous evaluation of other models of transitional care, reporting on clinical outcomes with longer term follow-up.Copyright © 2016 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_10023"
"sr3_nk_10024","Killington M.","2016","Archives of Gerontology and Geriatrics","10.1016/j.archger.2016.07.004","The chaotic journey: Recovering from hip fracture in a nursing home","Purpose of the study To understand the journey experienced by nursing home residents following hip fracture and impressions of an outreach rehabilitation program offered after their return home. Design and methods A qualitative investigation was undertaken in parallel with a randomised controlled trial investigating the efficacy and cost utility of providing a hospital outreach rehabilitation program for older nursing home residents who have recently returned from hospital following hip fracture. Family members and nursing home staff of 28 (out of the first 30) participants (14 from intervention and 14 from control) agreed to participate in interviews and focus groups to provide information and perceptions of each person's journey. NVivo 10 qualitative data analysis software package was used to identify major themes (via open, then axial and finally selective coding). Results Both family members and staff described nursing home residents with dementia as receiving poor post-operative care from hospital staff who seemed unfamiliar with dementia and delirium. Discharge from hospital soon after surgery (median 4.5 days) occurred with poor transfer of information. Difficulties with residents' emotions, pain management and commencing mobilisation seemed more prevalent within usual care group, whereas fewer overall problems were encountered by those with access to a geriatrician and additional therapy. Implications This research suggests that an integrated care pathway including the hospital stay and first weeks back at nursing homes should be developed. Performance indicators should include carer measures on the quality of the transfer, pain management measures in the first month and return to walking.Copyright © 2016 The Authors","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_10024"
"sr3_nk_10025","Pirkis J.","2016","International Journal of Mental Health Systems","10.1186/s13033-016-0076-4","Frequent callers to telephone helplines: New evidence and a new service model","Background: This paper describes a program of work designed to inform a service model to address a challenge for telephone helplines, namely frequent callers. Method(s): We conducted a systematic literature review and four empirical studies that drew on different data sources-(a) routinely collected calls data from Lifeline, Australia's largest telephone helpline; (b) data from surveys/ interviews with Lifeline frequent callers; (c) data from the Diagnosis, Management and Outcomes of Depression in Primary Care (diamond) study; and (d) data from Australia's National Survey of Mental Health and Wellbeing. Result(s): Frequent callers represent 3 % of callers but make 60 % of calls. They are isolated and have few social supports but are not ""time wasters""; they have major mental and physical health problems and are often in crisis. They make use of other services for their mental health problems. The circumstances under which they use telephone helplines vary, but current service models reinforce their calling behaviour. Conclusion(s): The findings point to a service model that might better serve the needs of both frequent callers and other callers. The model involves offering frequent callers an integrated, tailored service in which they are allocated a dedicated and specially trained telephone crisis supporter (TCS), and given set calling times. It also involves promoting better linkages between telephone helplines and other services that provide mental health care, particularly general practitioners (GPs) and other primary care providers. The next step is to refine and test the model.Copyright © 2016 The Author(s).","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_10025"
"sr3_nk_10026","Zheng L.","2016","National Medical Journal of China","10.3760/cma.j.issn.0376-2491.2016.43.005","Effect of goal-directed haemodynamic management on the postoperative outcome in elderly patients with fragile cardiac function undergoing abdominal surgery","Objective: To investigate the effect of goal-directed haemodynamic management based on stroke volume variation (SVV), cardiac index (CI) and mean arterial blood pressure (MAP) on the postoperative outcome in elderly patients with fragile cardiac function undergoing gastrointestinal surgery. Method(s): Ninety patients with fragile cardiac function, aged 65-90 years old, ASA II or III, NYHA II or III, scheduled for abdominal surgery were enrolled in this study. The patients were randomly assigned to two groups: Experience anesthesia group (group E, n = 45) and goal-directed hemodynamic management group (G group, n = 45). After anesthesia induction, in group G, the SVV and CI were monitored by Vigileo and according SVV (<=12%), CI (>=2. 5 L. min-1. m-2) and MAP (maintain the base value of +/- 20%) to adjust the preloaded infusion fluid and give positive inotropic drugs and positive pressure drugs: in group E, fluid and vasoactive agent were used according to the experience of anesthesiologist. Multi-mode monitoring anesthesia management using BIS, TCI of propofol, low-tidal-volume lung protective ventilation management strategy, body temperature protection, and postoperative multimodal analgesia techniques was performed in the two groups. Values of N-terminal pro-B-type natriuretic peptide (NT-proBNP) and cardiac troponin T (cTnT) were recorded before operation, at the end of operation, and postoperative 24 h. The incidence of myocardial infarction/angina, heart failure, arrhythmia and cerebral infarction, renal failure, length of hospitalization, and complications in 30-days after surgery were recorded by telephone follow-up. Result(s): Crystal, colloid, total liquid of group E were (1 110. 20 +/- 332. 00), (536. 65 +/-72. 25), (1 677. 20 +/-424. 44) ml and these of group G were (708. 72 +/-240. 85), (414. 41 +/- 74. 31), (878. 51 +/- 199. 13) ml, respectively. Compared with group E, the fluid infusion were reduced in group G (t = 6. 057, 2. 701, 9. 742, all P < 0. 05). The lactic acid value of 24 hours after surgery in group G was significantly lower than that in group E [(0. 89 +/- 0. 31) mmol/L vs (1.11 +/- 0. 43) mmol/L, t = - 2. 848, P < 0. 05]. Arterial partial pressure of oxygen at 24 hours after surgery in group G was higher than that in group E [(78. 77 +/-6. 86) mmHg vs (76. 46 +/- 10. 96) mmHg, t= - 1. 108, P <0. 05]. The length of hospitalization of group G was shorter than that of group E [(12. 21 +/- 2. 20) d vs (13. 16 +/-3. 84) d, t = - 1. 341, P <0. 05], The incidence of total complication in hospital and in 30-days after surgery of group G were 10. 26% and 5. 13%, while these of group E were 29. 73% and 24. 32%, (x2 = 4. 545,4. 520, all P < 0. 05). DELTANT-proBNP, (the base value of NT-proBNP's minus the value of NT-proBNP's at the end of the operation) and DELTANT-proBNP2 (the base value of NT-proBNP's minus the value of NT-proBNP's 24 hours postoperatively) of group G were 12. 0(-291.0, 1 517.0) and 0(-6770.0, 291.0), both higher than theseof group E [0(-440.0, 200. 0) and - 12. 0(-7 200, 22. 0), (Z= -2.412, -2.163, all P< 0.05)]. Conclusion(s): Goal-directed haemodynamic management based on SVV, CI and MAP could improve the outcome of the elderly patients with fragile heart function undergoing abdominal surgery.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_10026"
"sr3_nk_10027","Heran B.S.","2016","Trials","10.1186/s13063-016-1516-9","Effect of medication timing on anticoagulation stability in users of warfarin (the INRange RCT): Study protocol for a randomized controlled trial","Background: Warfarin is an oral anticoagulant medication that disrupts the liver's production of clotting factors. While this medication is highly effective for the prevention of thromboembolic events, it also has a narrow therapeutic range and a vulnerability to interactions with other drugs and vitamin K-containing foods. Warfarin is commonly ingested at dinnertime, the same time of day that dietary vitamin K consumption (found largely in green leafy vegetables) is most variable. While the long half-life of warfarin might make this irrelevant, the ultra short half-life of vitamin K and the possibility of a hepatic first-pass effect for warfarin make it worth evaluating whether morning ingestion of warfarin, when vitamin K levels are consistently low, leads to greater stability of its anticoagulant effect. An examination of the timing of administration on the effectiveness of warfarin has never before been conducted. Methods/design: This is a 7-month Prospective Randomized Open Blinded End-point (PROBE) study in which established evening warfarin users (primary care managed Canadian outpatients in the provinces of British Columbia and Alberta) will be randomized to either switch to morning ingestion of warfarin (the intervention) or to continue with evening use (the control). The primary outcome is the percent change in the proportion of time spent outside the therapeutic range of the international normalized ratio (INR) blood test. Secondary outcomes include change in proportion of time spent within the therapeutic INR range (TTR), percentage of patients with TTR >75 %, percentage of patients with TTR <60 %, and major warfarin-related cardiovascular events (including all-cause mortality, hospitalization for stroke, hospitalization for GI bleeding, and deep venous thrombosis/pulmonary embolism). We will also compare whether day-to-day variability in the consumption of high vitamin K-containing foods at baseline affects the baseline TTR in this cohort of evening warfarin users. Discussion(s): This study addresses whether the timing of warfarin ingestion influences the stability of its anticoagulant effect. Should morning ingestion prove superior, the safety and effectiveness of this medication, and hence the prevention of stroke, pulmonary embolus, and major hemorrhage, could potentially be improved with no added cost or inconvenience to the patient. Trial registration: ClinicalTrials.gov: NCT02376803. Registered on 25 February 2015.Copyright © 2016 Heran et al.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_10027"
"sr3_nk_10028","Bayliss E.A.","2016","Journal of the American Geriatrics Society","10.1111/jgs.14248","Using Electronic Health Record Data to Measure Care Quality for Individuals with Multiple Chronic Medical Conditions","Objectives: To inform the development of a data-driven measure of quality care for individuals with multiple chronic conditions (MCCs) derived from an electronic health record (EHR). Design(s): Qualitative study using focus groups, interactive webinars, and a modified Delphi process. Setting(s): Research department within an integrated delivery system. Participant(s): The webinars and Delphi process included 17 experts in clinical geriatrics and primary care, health policy, quality assessment, health technology, and health system operations. The focus group included 10 individuals aged 70-87 with three to six chronic conditions selected from a random sample of individuals aged 65 and older with three or more chronic medical conditions. Measurements: Through webinars and the focus group, input was solicited on constructs representing high-quality care for individuals with MCCs. A working list was created of potential measures representing these constructs. Using a modified Delphi process, experts rated the importance of each possible measure and the feasibility of implementing each measure using EHR data. Result(s): High-priority constructs reflected processes rather than outcomes of care. High-priority constructs that were potentially feasible to measure included assessing physical function, depression screening, medication reconciliation, annual influenza vaccination, outreach after hospital admission, and documented advance directives. High-priority constructs that were less feasible to measure included goal setting and shared decision-making, identifying drug-drug interactions, assessing social support, timely communication with patients, and other aspects of good customer service. Lower-priority domains included pain assessment, continuity of care, and overuse of screening or laboratory testing. Conclusion(s): High-quality MCC care should be measured using meaningful process measures rather than outcomes. Although some care processes are currently extractable from electronic data, capturing others will require adapting and applying technology to encourage holistic, person-centered care.© 2016, Copyright the Authors Journal compilation © 2016, The American Geriatrics Society","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_10028"
"sr3_nk_1003",NA,"2019",NA,"10.1111/acem.13756","An emergency department-based health behavior intervention to improve outpatient follow-up for chest pain patients","Background: Poor outpatient follow up and care coordination for patients discharged from the emergency department (ED) contributes to ED overuse and adverse health outcomes. This study examined the feasibility and efficacy of a behavior change intervention on outpatient follow‐up rates and health outcome among low‐risk chest pain (LRCP) patients presenting to an urban tertiary ED. Methods: Using a randomized control trial design, LRCP patients presenting to the ED were randomized to either controls (the institution's standard of care (SoC)) or intervention group, which consisted of SoC plus a brief education and motivational interviewing‐based intervention designed to increase patient activation and motivation for attending recommended outpatient cardiology visits at an affiliated cardiology clinic (CTO). Measures of outpatient follow‐up and adverse health outcomes (primary outcomes) were collected one‐week and 60‐days respectively post ED discharge. Data to examine patient motivation and activation were collected at two time points (pre‐post design) prior to participant discharge from the ED. Results: A total of 102 patients were randomized (n = 50 intervention; n = 52 controls). Sample demographics were as follows: mean age: 49.6 years; 57% male; 90% African American. No significant group differences were found for demographic variables, with the exception of housing status. The intervention group had a higher proportion of individuals living with relatives or friends (20% vs 4% for SoC) (p = 0.0121). Though the intervention group had higher rates of out‐patient follow‐up compared to controls ,78.9% vs 66.7%, the difference was not statistically significant (p = 0.4756). Neither group experienced deaths or major adverse cardiac events. Analysis of secondary outcomes showed significant improvements in the intervention group with respect to patient activation (p = 0.0011), motivation to follow up (p = 0.0042), and participant understanding of the value of CTO follow up (p < 0.0001) compared to controls. Conclusion: The significant observed differences in both patient activation and motivation, and the positive trend in increased outpatient follow‐up suggests that a brief, ED based intervention may hold promise for improving adherence to outpatient follow‐up and associated outcomes. Additional research among a more robust sample is warranted.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_1003"
"sr3_nk_10030","Morganroth M.","2016","Postgraduate Medicine","10.1080/00325481.2016.1129259","Multidisciplinary COPD disease management program: Impact on clinical outcomes","Objectives: We hypothesized performance improvement interventions would improve COPD guideline-recommended care and decrease COPD exacerbations in primary care clinic practices. Method(s): We initiated a performance improvement project in 12 clinics to improve COPD outcomes incorporating physician education, case management, web-based decision support (CareManagerTM), and performance feedback. We collected baseline and one-year follow up data on 242 patients who had COPD with acute exacerbations. We analyzed data by two methods. First, the 12 clinics were cluster randomized to 4 intervention (117 patients) and 8 control (125 patients) clinics which all had access to CareManagerTM but only intervention clinic physicians received case management, academic detailing, and decision support assistance. Exacerbation rates and guideline adherence were compared. Second, data from all 12 clinics were pooled in a quasi-experimental design comparing baseline and post-implementation of CareManagerTM to determine the value of system-wide performance improvement during the study period. Result(s): In the randomized analysis, baseline demographics were similar. No differences (p = 0.79) occurred in exacerbation rates between intervention and control clinics although both groups had decreased numbers of exacerbations from baseline to follow up (p < 0.05). The pooled data from all 12 clinics demonstrated a reduction (p < 0.05) in mean exacerbations/ patient from 2.3 (CI 2.0-2.6) during baseline to 1.4 (CI 1.1-1.7) at one-year follow up. Emergency department visits and hospitalizations/patient decreased (p = 0.003). Patients naive at study start to depression screening, pneumococcal vaccination, inhaled control medications or smoking cessation had fewer (p < 0.05) exacerbations after these interventions. Conclusion(s): We observed no difference in exacerbation rates between clinics receiving case management, academic detailing, and ongoing assistance with decision support and controls. Implementation of a web-based disease management system (CareManagerTM) along with health system-wide COPD performance improvement efforts was associated with fewer COPD exacerbations and increased adherence to guideline recommendations.Copyright © 2015 Taylor & Francis.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_10030"
"sr3_nk_10031","Brittan M.S.","2016","Hospital Pediatrics","10.1542/hpeds.2016-0029","Provider feedback: A potential method to reduce readmissions","There is growing emphasis on improving hospital discharge planning and transitional care for children.1 Many of the potential elements, such as medication reconciliation, patient education, scheduling of outpatient follow-up visits, and postdischarge telephone or home nursing outreach, can be added or improved through process change and new resource allocation. In adult and elderly patients, poor quality-of-care transitions have been linked to higher readmission rates, and bundled transitional care interventions have decreased readmissions in these patients.2 There is less published evidence on the impact of such interventions in hospitalized children.3 The value of readmissions as a metric of pediatric hospital care quality and the potential impact of interventions aimed at improving hospital discharge remains in question.4-6 Despite this uncertainty, pediatric readmission metrics are being incorporated into quality and payment reform, which drives efforts to further understand the etiologies of pediatric readmissions.7 As part of a broader quality improvement initiative to reduce readmissions, we notified inpatient providers about their patients' readmissions and sought their perceptions about the preventability and causes of readmissions. In this study, we analyzed their responses to describe (1) the preventability of 30-day readmissions, and (2) causes of potentially avoidable readmissions as judged by inpatient clinicians.Copyright © 2016 by the American Academy of Pediatrics.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_10031"
"sr3_nk_10032","Tyson M.D.","2016","European Urology","10.1016/j.eururo.2016.05.031","Enhanced Recovery Pathways Versus Standard Care After Cystectomy: A Meta-analysis of the Effect on Perioperative Outcomes","Context Enhanced recovery after surgery (ERAS) protocols aim to improve surgical outcomes by reducing variation in perioperative best practices. However, among published studies, results show a striking variation in the effect of ERAS pathways on perioperative outcomes after cystectomy. Objective To perform a systematic review of the literature and a meta-analysis comparing the effectiveness of ERAS versus standard care on perioperative outcomes after cystectomy. Evidence acquisition We performed a literature search of PubMed, EMBASE, Web of Science, Google Scholar, the Cochrane Library, and the health-related grey literature in February 2016 according to the Preferred Reporting Items for Systematic Review and Meta-analysis and the Cochrane Handbook. Studies were reviewed according to criteria from the Oxford Centre for Evidence-Based Medicine. Thirteen studies (1493 total patients) met the inclusion criteria (ERAS: 801, standard care: 692). A pooled meta-analysis of all comparative studies was performed using inverse-weighted, fixed-effects models, and random-effects models. Publication bias was graphically assessed using contour-enhanced funnel plots and was formally tested using the Harbord modification of the Egger test. Evidence synthesis Pooled data showed a lower overall complication rate (risk ratio [RR]: 0.85, 95% confidence interval [CI]: 0.74-0.97, p = 0.017, I2 = 35.6%), a shorter length of stay (standardized mean difference:-0.87, 95% CI: -1.31 to -0.42, p = 0.001, I2 = 92.8%), and a faster return of bowel function (standardized mean difference: -1.02, 95% CI: -1.69 to -0.34, p = 0.003, I2 = 92.2%) in the ERAS group. No difference was noted for the overall readmission rates (RR: 0.74, 95% CI: 0.39-1.41, p = 0.36, I2 = 51.4%), although a stratified analysis showed a lower 30-d readmission rate in the ERAS group (RR: 0.39, 95% CI: 0.19-0.83, p = 0.015, I2 = 0%). Conclusions ERAS protocols reduce the length of stay, time-to-bowel function, and rate of complications after cystectomy. Patient summary Enhanced recovery after surgery pathways for cystectomy reduce complications and the amount of time patients spend in the hospital.Copyright © 2016 European Association of Urology","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_10032"
"sr3_nk_10033","Bearne L.M.","2016","Rheumatology International","10.1007/s00296-015-3380-4","Multidisciplinary team care for people with rheumatoid arthritis: a systematic review and meta-analysis","The objective of this study was to systematically review the evidence from randomised controlled trials (RCTs) evaluating the effectiveness of multidisciplinary team (MDT) care for the management of disability, disease activity and quality of life (QoL) in adults with rheumatoid arthritis (RA). Data sources identified published (MEDLINE, PsychINFO, EMBASE, CINAHL, Web of Science, CENTRAL) and unpublished (OpenGrey) literature. Independent data extraction and quality assessment, using the Cochrane risk of bias tool, were conducted by two reviewers. The primary outcome was change in disability at 12 months; secondary outcomes included disability at other time points and disease activity and QoL at 12 months. Where possible, the pooled effect sizes were calculated for inpatient or outpatient MDT interventions. Four hundred and fifteen studies were retrieved. Twelve manuscripts, which reported 10 RCTs, representing 1147 participants were included. Only data from five high- or moderate-quality trials were pooled according to clinical setting. There was no difference in disability between inpatient MDT care and any comparison group [mean difference (95 % confidence intervals) 0.04, -0.13 to 0.20] or between outpatient MDT care and comparison groups (0.09, -0.07 to 0.25) at 12 months. There was no difference in disability at 2 years or <12 months or disease activity and QoL at 12 months between MDT care and any comparison group. There is limited evidence evaluating the effect of MDT care on disability, disease activity or QoL in people with RA. There is likely to be no effect of MDT care on disability at 12 months or other time points.Copyright © 2015, Springer-Verlag Berlin Heidelberg.","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_10033"
"sr3_nk_10034","Yeung C.H.T.","2016","Haemophilia","10.1111/hae.13000","Care models in the management of haemophilia: a systematic review","Background: Haemophilia care is commonly provided via multidisciplinary specialized management. To date, there has been no systematic assessment of the impact of haemophilia care delivery models on patient-important outcomes. Objective(s): To conduct a systematic review of published studies assessing the effects of the integrated care model for persons with haemophilia (PWH). Search Method(s): We searched MEDLINE, EMBASE and CINAHL up to April 22, 2015, contacted experts in the field, and reviewed reference lists. Selection Criteria: Randomized and non-randomized studies of PWH or carriers, focusing mainly on the assessment of care models on delivery. Data Collection and Analysis: Two investigators independently screened title, abstract, and full text of retrieved articles for inclusion. Risk of bias and overall quality of evidence was assessed using Cochrane's ACROBAT-NRSI tool and GRADE respectively. Relative risks, mean differences, proportions, and means and their variability were calculated as appropriate. Result(s): 27 non-randomized studies were included: eight comparative and 19 non-comparative studies. We found low- to very low-quality evidence that in comparison to other models of care, integrated care may reduce mortality, hospitalizations and emergency room visits, may lead to fewer missed days of school and work, and may increase knowledge seeking. Conclusion(s): Our comprehensive review found low- to very low-quality evidence from a limited number of non-randomized studies assessing the impact of haemophilia care models on some patient-important outcomes. While the available evidence suggests that adoption of the integrated care model may provide benefit to PWH, further high-quality research in the field is needed.Copyright © 2016 John Wiley & Sons Ltd","nk_robot_exclude","nk",NA,NA,NA,NA,"sr3_nk_10034"
