"author","title","doi","journal","year","pages","volume","number","abstract","record_id","isbn","label","source","doi_clean"
"M. Alqahtani; A. Abdulrahman; F. Mustafa;
A. I. Alawadhi; B. Alalawi; S. I. Mallah","Evaluation of Rapid Antigen Tests Using Nasal Samples to Diagnose SARS-CoV-2 in
Symptomatic Patients","doi: 10.3389/fpubh.2021.728969","",NA,NA,NA,NA,NA,"sr2_original_141",NA,"original_ft_exclude","original","10.3389/fpubh.2021.728969"
"H. Altawalah; W. Alfouzan; T. Al-Fadalah;
S. Ezzikouri","Diagnostic performance of automated SARS-CoV-2 antigen assay in nasal swab during COVID-19 vaccination campaign","doi.org/10.3390","",NA,NA,NA,NA,NA,"sr2_original_142",NA,"original_ft_exclude","original",NA
"L. Bornemann; T. Dähne; A. Fomenko; O. Kaup; J. Kleideiter; R. Kulis-Horn; B. Ruprecht; M. Wehmeier; M. Panning","Performance of the Sofia SARS-CoV-2 rapid antigen test as frontline test in a university hospital, Germany","https://doi.org/10.1016/j.diagmicrobio.2022.115663","",NA,NA,NA,NA,NA,"sr2_original_143",NA,"original_ft_exclude","original","10.1016/j.diagmicrobio.2022.115663"
"S. Carbonell-Sahuquillo; M. I. Lázaro- Carreño; J. Camacho; A. Barrés- Fernández; E. Albert; I. Torres; J. R. Bretón Martínez; C. Martínez-Costa; D. Navarro","Evaluation of a rapid antigen detection test (Panbio™ COVID-19 Ag Rapid Test Device) as a point-of-care diagnostic tool for COVID-19 in a pediatric emergency department","DOI: 10.1002/jmv.27220","",NA,NA,NA,NA,NA,"sr2_original_144",NA,"original_ft_exclude","original","10.1002/jmv.27220"
"F. J. Chadwick; J. Clark; S. Chowdhury; T. Chowdhury; D. J. Pascall; Y. Haddou; J. Andrecka; M. Kundegorski; C. Wilkie; E. Brum; T. Shirin; A. S. M. Alamgir; M. Rahman; A. N. Alam; F. Khan; B. Swallow;
F. S. Mair; J. Illian; C. L. Trotter; D. L. Hill;
D. Husmeier; J. Matthiopoulos; K. Hampson; A. Sania","Combining rapid antigen testing and syndromic surveillance improves community- based COVID-19 detection in a low-income country","https://doi.org/10.1038/s41467-022-30640-w","",NA,NA,NA,NA,NA,"sr2_original_145",NA,"original_ft_exclude","original","10.1038/s41467-022-30640-w"
"O. S. Cirit; E. Mutlu; B. Sancak; T. Kocagöz; Ö. Can; C. Çicek; A. Arzu Sayiner; Ö. Appak; N. Y. Uyar; C. Külah; A. Ç. Çiçek; O. B. Özgümüs; Y. Ay Altintop; E. Saatçi; T. Karsligil; Y. Zer; N. S. Özen; Y. Çekin; Z. C. Karahan; E. Evren; A. E. Karakoç; S. G. Orhan; D. Mutlu; T. Bozdemir; Y. T. Çayci; C. Çinar; M. Tasbakan; M. Mert; E. Çinar; O. Ö. E. Kutsoylu; S. Kocagöz; A. Ertürk; I. Çelik; A. Ö. Mete; M. Günalp Eneyli; I. Akdemir; T. Karakök; D. Inan; A. Atilla; S. O. Taflan; K.
E. Yörük","Comparison of a novel antigen detection test with reverse transcription polymerase chain reaction assay for laboratory diagnosis of SARS-CoV-2 infection","https://doi.org/10.1007/s15010-022-01832-9","",NA,NA,NA,NA,NA,"sr2_original_146",NA,"original_ft_exclude","original","10.1007/s15010-022-01832-9"
"S. Fourati; C. Langendorf; E. Audureau; D. Challine; J. Michel; A. Soulier; N. Ahnou; I. Désveaux; O. Picard; V. Ortonne; A. Gourgeon; C. Mills; F. Hémery; C. Rieux; J.
M. Pawlotsky; N. Malou; S. Chevaliez","Performance of six rapid diagnostic tests for SARS-CoV-2 antigen detection and implications for practical use","https://doi.org/10.1016/j.jcv.2021.104930","",NA,NA,NA,NA,NA,"sr2_original_148",NA,"original_ft_exclude","original","10.1016/j.jcv.2021.104930"
"J. K. Frediani; J. M. Levy; A. Rao; L. Bassit;
J. Figueroa; M. B. Vos; A. Wood; R. Jerris; L.-P. Van; M. D. Gonzalez; B. B. Rogers;
M. Mavigner; R. F. Schinazi; N. Schoof; J.
J. Waggoner; R. R. Kempker; P. A. Rebolledo; J. W. O'Neal; C. Stone; A. Chahroudi; C. R. Morris; A. Suessmith; J. Sullivan; S. Farmer; A. Foster; J. D. Roback; T. Ramachandra; C. Washington;
K. Le; M. C. Cordero; A. Esper; E. J. Nehl;
Y. F. Wang; E. A. Tyburski; G. S. Martin;
W. A. Lam","Multidisciplinary assessment of the Abbott BinaxNOW SARS-CoV-2 point-of-care antigen test in the context of emerging viral variants and self-administration","https://doi.org/10.1038/s41598-021-94055-1","",NA,NA,NA,NA,NA,"sr2_original_149",NA,"original_ft_exclude","original","10.1038/s41598-021-94055-1"
"B. Iqbal; M. Khan; N. Shah; M. M. Dawood;
V. Jehanzeb; M. Shafi","Comparison of SARS-CoV-2 antigen electrochemiluminescence immunoassay to RT- PCR assay for laboratory diagnosis of COVID-19 in Peshawar","https://doi.org/10.1515/dx-2021-0078","",NA,NA,NA,NA,NA,"sr2_original_150",NA,"original_ft_exclude","original","10.1515/dx-2021-0078"
"M. J. Jian; C. L. Perng; H. Y. Chung; C. K.
Chang; J. C. Lin; K. M. Yeh; C. W. Chen;
S. S. Hsieh; P. C. Pan; H. T. Chang; F. Y. Chang; C. L. Ho; H. S. Shang","Clinical assessment of SARS-CoV-2 antigen rapid detection compared with RT-PCR assay for emerging variants at a high-throughput community testing site in Taiwan","https://doi.org/10.1016/j.ijid.2021.11.034","",NA,NA,NA,NA,NA,"sr2_original_151",NA,"original_ft_exclude","original","10.1016/j.ijid.2021.11.034"
"R. Kanaujia; A. Ghosh; R. Mohindra; V. Singla; K. Goyal; R. Gudisa; V. Sharma; L. Mohan; N. Kaur; G. K. Mohi; I. Bora; R. K.
Ratho; R. K. Soni; A. Bhalla; M. P. Singh","Rapid antigen detection kit for the diagnosis of SARS-CoV-2 - are we missing asymptomatic patients?","https://doi.org/10.1016/j.ijmmb.2021.07.003","",NA,NA,NA,NA,NA,"sr2_original_152",NA,"original_ft_exclude","original","10.1016/j.ijmmb.2021.07.003"
"I. Karuga; P. Munyua; C. Ochieng; B. Juma; P. Amoth; F. Kuria; J. Kiiru; L. Makayotto; A. Abade; M. Bulterys; E. Hunsperger; G. O. Emukule; C. Onyango;
T. Samandari; B. A. Tippett Barr; V. Akelo;
H. Weyenga; P. K. Munywoki; G. Bigogo;
N. A. Otieno; J. A. Kisivuli; E. Ochieng; R. Nyaga; N. Hull; A. Herman-Roloff; R. Aman","Diagnostic accuracy of the Panbio™ COVID-19 Antigen rapid test device for SARS- CoV-2 detection in Kenya, 2021: A field evaluation","https://doi.org/10.1101/2022.05.23.22275439; this","",NA,NA,NA,NA,NA,"sr2_original_153",NA,"original_ft_exclude","original","10.1101/2022.05.23.22275439"
"V. Martín?sánchez; T. Fernández?villa; A. Carvajal Urueña; A. Rivero Rodríguez; S. Reguero Celada; G. Sánchez Antolín; J. P. Fernández?vázquez","Role of rapid antigen testing in population?based sars?cov?2 screening","https://doi.org/10.3390/jcm10173854","",NA,NA,NA,NA,NA,"sr2_original_154",NA,"original_ft_exclude","original","10.3390/jcm10173854"
"W. Matias; S. Suliman; I. Fulcher; F. Molano; S. Collins; E. Uceta; J. Zhu; R. Paxton; S. Gonsalves; M. Harden; M. Fisher; J. Meldrim; S. Gabriel; M. Franke;
D. Hung; S. Smole; L. Madoff; L. Ivers","Evaluation of the Access Bio CareStart™ Rapid SARS-CoV-2 Antigen Test in Asymptomatic Individuals Tested at a Community Mass-testing Program in Western Massachusetts","doi: https://doi.org/10.1101/2021.06.17.21259109;","",NA,NA,NA,NA,NA,"sr2_original_155",NA,"original_ft_exclude","original","10.1101/2021.06.17.21259109"
"O. Mboma; E. Rieke; P. Ahmad-Nejad; S. Wirth; M. Aydin","Diagnostic Performance of SARS-CoV-2 Rapid Antigen Test in a Large, German Cohort","https://doi.org/10.3390/children8080682","",NA,NA,NA,NA,NA,"sr2_original_156",NA,"original_ft_exclude","original","10.3390/children8080682"
"A. Medoro; S. Davinelli; S. Voccola; G. Cardinale; D. Passarella; N. Marziliano; M. Intrieri","Assessment of the Diagnostic Performance of a Novel SARS-CoV-2 Antigen Sealing Tube Test Strip (Colloidal Gold) as Point-of-Care Surveillance Test","https://doi.org/10.3390/diagnostics12051279","",NA,NA,NA,NA,NA,"sr2_original_157",NA,"original_ft_exclude","original","10.3390/diagnostics12051279"
"P. Merino-Amador; P. González- Donapetry; M. Domínguez-Fernández; F. González-Romo; M. Sánchez-Castellano;
A. Seoane-Estevez; A. Delgado-Iribarren;
J. García; G. Bou; M. Cuenca-Estrella; J. Oteo-Iglesias","Clinitest rapid COVID-19 antigen test for the diagnosis of SARS-CoV-2 infection: A multicenter evaluation study","https://doi.org/10.1016/j.jcv.2021.104961","",NA,NA,NA,NA,NA,"sr2_original_158",NA,"original_ft_exclude","original","10.1016/j.jcv.2021.104961"
"A. Mirahmadizadeh; B. S. Yeganeh; J. Hassanzadeh; L. Badiee; M. Vali; Z. Maleki; A. Akbari; T. Pakdel; H. Ghaem","Value of rapid antigen test in comparison with reverse transcriptase-polymerase chain reaction method in the diagnosis of covid-19","DOI: 10.4274/mjima.galenos.2021.2021.2","",NA,NA,NA,NA,NA,"sr2_original_159",NA,"original_ft_exclude","original","10.4274/mjima.galenos.2021.2021.2"
"S. L. Mitchell; S. Orris; T. Freeman; M. C. Freeman; M. Adam; M. Axe; J. Gribschaw;
J. Suyama; A. Hoberman; A. Wells","Performance of SARS-CoV-2 antigen testing in symptomatic and asymptomatic adults: a single-center evaluation","https://doi.org/10.1186/s12879-021-06716-1","",NA,NA,NA,NA,NA,"sr2_original_160",NA,"original_ft_exclude","original","10.1186/s12879-021-06716-1"
"A. Mungomklang; N. Trichaisri; J. Jirachewee; J. Sukprasert; W. Tulalamba;
V. Viprakasit","Limited Sensitivity of a Rapid SARS-CoV-2 Antigen Detection Assay for Surveillance of Asymptomatic Individuals in Thailand","doi:10.4269/ajtmh.21-0809","",NA,NA,NA,NA,NA,"sr2_original_161",NA,"original_ft_exclude","original","10.4269/ajtmh.21-0809"
"Bulemba; M. Josephine; B. Moniek; A. Alain; R. G. Tracy; R. Morten; A. S. Jilian;
E. Camille; M. Mathabo; M. Mooko Sekhele; V. Margaretha Daniel de; R.
Klaus","Head-to-head comparison of nasal and nasopharyngeal sampling using SARS-CoV-2 rapid antigen testing in Lesotho","doi: https://doi.org/10.1101/2021.12.29.21268505;","",NA,NA,NA,NA,NA,"sr2_original_162",NA,"original_ft_exclude","original","10.1101/2021.12.29.21268505"
"D. Paul; A. Gupta; S. Rooge; E. Gupta","Performance evaluation of automated chemiluminescence immunoassay based antigen detection - Moving towards more reliable ways to predict SARS-CoV-2 infection","https://doi.org/10.1016/j.jviromet.2021.114299","",NA,NA,NA,NA,NA,"sr2_original_163",NA,"original_ft_exclude","original","10.1016/j.jviromet.2021.114299"
"R. E. Pollreis; C. Roscoe; R. J. Phinney; S.
S. Malesha; M. C. Burns; A. Ceniseros; C.
H. Washington; A. J. Nutting; C. L. Ball","Evaluation of the Abbott BinaxNOW COVID-19 Test Ag Card for rapid detection of SARS-CoV-2 infection by a local public health district with a rural population","https://doi.org/10.1371/journal.pone.0260862","",NA,NA,NA,NA,NA,"sr2_original_165",NA,"original_ft_exclude","original","10.1371/journal.pone.0260862"
"I. Polvere; S. Voccola; S. D’andrea; L. Zerillo; R. Varricchio; J. R. Madera; R. Stilo; P. Vito; T. Zotti","Evaluation of FAST COVID-19 SARS-CoV-2 Antigen Rapid Test Kit for Detection of SARS-CoV-2 in Respiratory Samples from Mildly Symptomatic or Asymptomatic Patients","https://doi.org/10.3390/diagnostics12030650","",NA,NA,NA,NA,NA,"sr2_original_166",NA,"original_ft_exclude","original","10.3390/diagnostics12030650"
"T. Prazuck; A. Gravier; D. Pires-Roteira; A. Theillay; S. Pallay; M. Colin; R. Serreau; L. Hocqueloux; N. G. Cassuto","Evaluation of A NEW “All in One” SARS-CoV-2 antigen-detecting rapid diagnostic test AND self-test: diagnostic performance and usability in child and adult populationS","DOI: 10.1002/jmv.27812","",NA,NA,NA,NA,NA,"sr2_original_167",NA,"original_ft_exclude","original","10.1002/jmv.27812"
"T. R. Randriamahazo; A. M. Andrianarivelo; A. T. Rakotoarivo; T. M. Raheritiana; L. A. Rakotovao; Z. A. Randriamanantany; A. O. Rakoto Alson; A. Rasamindrakotroka","Evaluation of antigen-based rapid detection test for the diagnosis of SARS CoV-2 in low-income countries","https://doi.org/10.1016/j.jviromet.2021.114409","",NA,NA,NA,NA,NA,"sr2_original_168",NA,"original_ft_exclude","original","10.1016/j.jviromet.2021.114409"
"P. V. Roderick; S. Ewoud; H. Lotty; K. V. Irene; B. Wouter; D. P. Suzan; F. Z. Vivian;
B. L. Esther; H. Marloes; K. Marco; M. Richard; W. Constantijn; H. V. Irene; C. S. Leonard; R. S. N.-I. Carla; G. H. H. Wanda;
H. Susan van den; A. J. K. Jan; H. H. M. v.
d. W. Janneke; G. M. M. Karel","Diagnostic accuracy of SARS-CoV-2 rapid antigen self-tests in asymptomatic individuals in the Omicron period: cross sectional study","https://doi.org/10.1016/j.cmi.2022.11.004","",NA,NA,NA,NA,NA,"sr2_original_169",NA,"original_ft_exclude","original","10.1016/j.cmi.2022.11.004"
"S. Roger; C. Lefeuvre; A. Pivert; A. Ducancelle; D. Savary; É. Bouthry; H. Le Guillou-Guillemette","What is the true place of the SARS-CoV-2 rapid point-of-care antigen test in the hospital setting? Lessons learned from real life","DOI: 10.1002/jmv.27505","",NA,NA,NA,NA,NA,"sr2_original_170",NA,"original_ft_exclude","original","10.1002/jmv.27505"
"J. G. Routsias; M. Mavrouli; P. Tsoplou; K.
Dioikitopoulou; A. Tsakris","Diagnostic performance of rapid antigen tests (RATs) for SARS-CoV-2 and their
efficacy in monitoring the infectiousness of COVID-19 patients","https://doi.org/10.1038/s41598-021-02197-z","",NA,NA,NA,NA,NA,"sr2_original_171",NA,"original_ft_exclude","original","10.1038/s41598-021-02197-z"
"N. Saito; S. Kosaihira","Evaluation of the clinical feasibility of severe acute respiratory syndrome coronavirus 2 antigen qualitative testing using saliva","PMID: 35644552","",NA,NA,NA,NA,NA,"sr2_original_172",NA,"original_ft_exclude","original",NA
"A. Sania; A. N. Alam; A. S. M. Alamgir; J. Andrecka; E. Brum; F. Chadwick; T. Chowdhury; Z. Hasan; D. L. Hill; F. Khan;
M. Kundegorski; S. Lee; M. Rahman; Y. K.
Rayport; T. Shirin; M. Tasneem; K. Hampson","Rapid antigen testing by community health workers for detection of SARS-CoV-2 in Dhaka, Bangladesh: a cross-sectional study","(http://dx.doi.org/10.1136/bmjopen-2022-060832).","",NA,NA,NA,NA,NA,"sr2_original_173",NA,"original_ft_exclude","original","10.1136/bmjopen-2022-060832)"
"S. A. Sazed; M. G. Kibria; M. S. Hossain;
M. F. Zamil; P. C. Adhikary; M. E. Hossain;
D. Ahmed; R. Haque; M. S. Alam","Clinical Evaluation of a New Antigen-Based COVID-19 Rapid Diagnostic Test from Symptomatic Patients","https://doi.org/10.3390/diagnostics11122300","",NA,NA,NA,NA,NA,"sr2_original_174",NA,"original_ft_exclude","original","10.3390/diagnostics11122300"
"G. Sberna; F. Basile; M. L. Guarino; M. R. Capobianchi; L. Bordi; G. Parisi","Comparison of Allplex™ SARS-CoV-2 Assay, Easy SARS-CoV-2 WE and Lumipulse quantitative SARS-CoV-2 antigen test performance using automated systems for the diagnosis of COVID-19","https://doi.org/10.1016/j.ijid.2021.09.069","",NA,NA,NA,NA,NA,"sr2_original_175",NA,"original_ft_exclude","original","10.1016/j.ijid.2021.09.069"
"J. Schrom; C. Marquez; G. Pilarowski; C.
Y. Wang; A. Mitchell; R. Puccinelli; D. Black; S. Rojas; S. Ribeiro; V. Tulier-Laiwa;
J. Martinez; J. Payan; S. Rojas; D. Jones;
D. Martinez; R. Nakamura; G. Chamie; V. Jain; M. Petersen; J. DeRisi; D. Havlir","Comparison of SARS-CoV-2 Reverse Transcriptase Polymerase Chain Reaction and BinaxNOW Rapid Antigen Tests at a Community Site During an Omicron Surge : A Cross-Sectional Study","doi:10.7326/M22-0202","",NA,NA,NA,NA,NA,"sr2_original_176",NA,"original_ft_exclude","original","10.7326/M22-0202"
"E. Schuit; I. K. Veldhuijzen; R. P. Venekamp; W. Van Den Bijllaardt; S. D. Pas; E. B. Lodder; R. Molenkamp; C. H. Geurtsvankessel; J. Velzing; R. C. Huisman; L. Brouwer; T. L. Boelsums; G. J. Sips; K. S. M. Benschop; L. Hooft; J. H. H.
M. Van De Wijgert; S. Van Den Hof; K. G.
M. Moons","Diagnostic accuracy of rapid antigen tests in asymptomatic and presymptomatic close contacts of individuals with confirmed SARS-CoV-2 infection: Cross sectional study","http://dx.doi.org/10.1136/bmj.n1676","",NA,NA,NA,NA,NA,"sr2_original_177",NA,"original_ft_exclude","original","10.1136/bmj.n1676"
"M. M. Shah; P. P. Salvatore; L. Ford; E. Kamitani; M. J. Whaley; K. Mitchell; D. W. Currie; C. N. Morgan; H. E. Segaloff; S. Lecher; T. Somers; M. E. Van Dyke; J. P. Bigouette; A. Delaney; J. DaSilva; M. O'Hegarty; L. Boyle-Estheimer; F. Abdirizak; S. E. Karpathy; J. Meece; L. Ivanic; K. Goffard; D. Gieryn; A. Sterkel; A. Bateman; J. Kahrs; K. Langolf; T. Zochert;
N. W. Knight; C. H. Hsu; H. L. Kirking; J. E.
Tate","Performance of Repeat BinaxNOW Severe Acute Respiratory Syndrome Coronavirus 2 Antigen Testing in a Community Setting, Wisconsin, November 2020-December 2020","DOI: 10.1093/cid/ciab309","",NA,NA,NA,NA,NA,"sr2_original_178",NA,"original_ft_exclude","original","10.1093/cid/ciab309"
"A. Sharma; S. Karade; K. B. Anand; M.
Lall; S. Sen; S. Patrikar; N. Naithani","Speed versus Sensitivity: Performance of SARS-CoV-2 Rapid Antigen Test in the
Hospital Setting","DOI:10.4103/jmms.jmms_29_21","",NA,NA,NA,NA,NA,"sr2_original_179",NA,"original_ft_exclude","original","10.4103/jmms.jmms_29_21"
"J. Staerk-Østergaard; C. Kirkeby; L. E. Christiansen; M. A. Andersen; C. H. Møller;
M. Voldstedlund; M. J. Denwood","Evaluation of diagnostic test procedures for SARS-CoV-2 using latent class models","DOI: 10.1002/jmv.27943","",NA,NA,NA,NA,NA,"sr2_original_180",NA,"original_ft_exclude","original","10.1002/jmv.27943"
"B. Winkel; E. Schram; H. Gremmels; S. Debast; R. Schuurman; A. Wensing; M. Bonten; E. Goedhart; M. Hofstra","Screening for SARS-CoV-2 infection in asymptomatic individuals using the Panbio COVID-19 antigen rapid test (Abbott) compared with RT-PCR: a prospective cohort study","(http://dx.doi.org/10.1136/bmjopen-2020-048206)","",NA,NA,NA,NA,NA,"sr2_original_181",NA,"original_ft_exclude","original","10.1136/bmjopen-2020-048206)"
"Teklemariam Z. F. D. A. A. A. A. D. A. T. A.
S. N. M. A. B. M. Teklemariam","Performance evaluation of the Panbio™ COVID-19 Ag Rapid Test Device (Abbott) in detecting Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) at the point of care, Harar, Eastern Ethiopia (preprint)","https://doi.org/10.21203/rs.3.rs-1498537/v1","",NA,NA,NA,NA,NA,"sr2_original_182",NA,"original_ft_exclude","original","10.21203/rs.3.rs-1498537/v1"
"M. N. Begum; M. Jubair; K. Nahar; S. Rahman; M. Talha; M. S. Sarker; A. Uddin;
S. Khaled; M. S. Uddin; Z. Li; T. Ke; M. Z.
Rahman; M. Rahman","Factors influencing the performance of rapid SARS-CoV-2 antigen tests under field condition","DOI: 10.1002/jcla.24203","",NA,NA,NA,NA,NA,"sr2_original_183",NA,"original_ft_exclude","original","10.1002/jcla.24203"
"P. de Michelena; I. Torres; Á. Ramos- García; V. Gosalbes; N. Ruiz; A. Sanmartín; P. Botija; S. Poujois; D.
Huntley; E. Albert; D. Navarro","Real-life performance of a COVID-19 rapid antigen detection test targeting the SARS- CoV-2 nucleoprotein for diagnosis of COVID-19 due to the Omicron variant","https://doi.org/10.1016/j.jinf.2022.02.022","",NA,NA,NA,NA,NA,"sr2_original_185",NA,"original_ft_exclude","original","10.1016/j.jinf.2022.02.022"
"P. Drain; R. Sulaiman; M. Hoppers; N. M. Lindner; V. Lawson; J. E. Ellis","Performance of the LumiraDx Microfluidic Immunofluorescence Point-of-Care SARS- CoV-2 Antigen Test in Asymptomatic Adults and Children","HTTPS://DOI.ORG/10.1093/AJCP/AQAB173","",NA,NA,NA,NA,NA,"sr2_original_186",NA,"original_ft_exclude","original","10.1093/AJCP/AQAB173"
"T. Fekete","In adults and children in the ED with COVID-19 symptoms or a confirmed contact, a
rapid POC antigen test had ?72% sensitivity and ?99% specificity vs. RT-PCR","PMID: 34224272","",NA,NA,NA,NA,NA,"sr2_original_187",NA,"original_ft_exclude","original",NA
"J. P. Fernández-Vázquez; S. Reguero; G. Sánchez-Antolín; V. Martín-Sánchez","Population-based screening for acute SARS-CoV-2 infection using rapid antigen testing and the 5% pre-test probability. Is the specificity our problem?","https://doi.org/10.1016/j.eimc.2021.04.007","",NA,NA,NA,NA,NA,"sr2_original_188",NA,"original_ft_exclude","original","10.1016/j.eimc.2021.04.007"
"H. Flinck; D. Kerimov; B. Luukinen; T.
Seiskari; J. Aittoniemi","Evaluation of the Roche-SD Biosensor rapid antigen test: Antigen is not reliable in
detecting SARS-CoV-2 at the early stage of infection with respiratory symptoms","https://doi.org/10.1016/j.diagmicrobio.2021.115628","",NA,NA,NA,NA,NA,"sr2_original_189",NA,"original_ft_exclude","original","10.1016/j.diagmicrobio.2021.115628"
"C. Guo; L. Yao; F. Chen; C. Zhang; W. Chen","Development and performance verification of colloidal gold labeled SARS-CoV-2 antigen detection method for routine popular screening of COVID-19 with clinical samples in Poland and China","doi: https://doi.org/10.1101/2021.11.22.21266719;","",NA,NA,NA,NA,NA,"sr2_original_190",NA,"original_ft_exclude","original","10.1101/2021.11.22.21266719"
"M. C. Montalvo Villalba; E. Sosa Glaria; L.
L. A. Rodriguez Lay; O. Valdés Ramirez; D. Vallina García; A. Arencibia Garcia; J. Martinez Alfonso; D. M. Menes Llerena; L. Torres Pérez; S. R. Resik Aguirre; M. G.
Guzman Tirado","Performance evaluation of Elecsys SARS-CoV-2 Antigen immunoassay for diagnostic of COVID-19","DOI: 10.1002/jmv.27412","",NA,NA,NA,NA,NA,"sr2_original_193",NA,"original_ft_exclude","original","10.1002/jmv.27412"
"L. Shen; Q. Zhang; X. Luo; H. Xiao; M. Gu;
L. Cao; F. Zhao; Z. Chen","A rapid lateral flow immunoassay strip for detection of SARS-CoV-2 antigen using
latex microspheres","DOI: 10.1002/jcla.24091","",NA,NA,NA,NA,NA,"sr2_original_194",NA,"original_ft_exclude","original","10.1002/jcla.24091"
"P. Sicilia; G. Castro; A. C. Fantilli; R. Gierotto; L. López; M. G. Barbás; M. B. Pisano; V. E. Ré","Rapid screening of SARS-CoV-2 infection: Good performance of nasopharyngeal and Nasal Mid-Turbinate swab for antigen detection among symptomatic and asymptomatic individuals","https://doi.org/10.1371/journal.pone.0266375","",NA,NA,NA,NA,NA,"sr2_original_195",NA,"original_ft_exclude","original","10.1371/journal.pone.0266375"
"N. O. Simon; O. Kephas; D. Shannen van;
B. Hellen; R. A. Emily; A. Isdora; M. O. Corrie; K. O. Alloys; H. Nathalie; M. Emmanuel; A. Robert; O. Fredrick; O. Albert; K. Simon; F. R. d. W. Tobias","Field performance of NowCheck Rapid antigen test for SARS-CoV-2 in Kisumu County, western Kenya","??","",NA,NA,NA,NA,NA,"sr2_original_196",NA,"original_ft_exclude","original",NA
"Möckel M.Corman V. M.Stegemann M. S.Hofmann J.Stein A.Jones T.  C.Gastmeier P.Seybold J.Offermann R.Bachmann U.Lindner T.Bauer W.Drosten C.Rosen A.Somasundaram R.","SARS-CoV-2 antigen rapid immunoassay for diagnosis of COVID-19 in the emergency department","https://doi.org/10.1080/1354750X.2021.1876769","",NA,NA,NA,NA,NA,"sr2_original_197",NA,"original_ft_exclude","original","10.1080/1354750X.2021.1876769"
"A. Farhana; D. Zahoor; S. Wani; R. A. Khan; R. Nasir; F. Kanth","Diagnostic utility and performance of rapid antigen test in SARS CoV- 2 in symptomatic and asymptomatic patients during the second pandemic wave in Kashmir, North India","https://doi.org/10.1016/j.ijmmb.2022.06.007","",NA,NA,NA,NA,NA,"sr2_original_198",NA,"original_ft_exclude","original","10.1016/j.ijmmb.2022.06.007"
"Che XY, Qiu LW, Pan YX, Wen K, Hao W, Zhang LY, Wang YD, Liao ZY, Hua X, Cheng VC, Yuen KY.","Sensitive and specific monoclonal antibody-based capture enzyme immunoassay for detection of nucleocapsid antigen in sera from patients with severe acute respiratory syndrome","DOI: 10.1128/JCM.42.6.2629–2635.2004","",NA,NA,NA,NA,NA,"sr2_original_199",NA,"original_ft_exclude","original","10.1128/JCM.42.6.2629–2635.2004"
"Kimpston-Burkgren K.Mora-Díaz J. C.Roby P.Bjustrom-Kraft J.Main R.Bosse R.Giménez-Lirola L. G.","Characterization of the humoral immune response to porcine epidemic diarrhea virus infection under experimental and field conditions using an AlphaLISA platform","doi:10.3390/pathogens9030233","",NA,NA,NA,NA,NA,"sr2_original_200",NA,"original_ft_exclude","original","10.3390/pathogens9030233"
"Yamayoshi S.Sakai-Tagawa Y.Koga M.Akasaka O.Nakachi I.Koh H.Maeda K.Adachi E.Saito M.Nagai H.Ikeuchi K.Ogura T.Baba R.Fujita K.Fukui T.Ito F.Hattori S. I.Yamamoto K.Nakamoto T.Furusawa Y.Yasuhara A.Ujie M.Yamada S.Ito M.Mitsuya H.Omagari N.Yotsuyanagi H.Iwatsuki-Horimoto K.Imai M.Kawaoka Y.","Comparison of Rapid Antigen Tests for COVID-19","doi:10.3390/v12121420","",NA,NA,NA,NA,NA,"sr2_original_201",NA,"original_ft_exclude","original","10.3390/v12121420"
"Zonneveld RensJurriaans Suzannevan Gool TomHofstra Jorrit J.Hekker Thecla A. M.Defoer PienBroekhuizen-van Haaften Patricia E.Wentink-Bonnema Ellen M.Boonkamp LynnTeunissen Charlotte E.Heijboer Annemieke C.Martens Fransde Bree Godelievevan Vugt Michelevan Houdt Robin","Head-to-head validation of six immunoassays for SARS-CoV-2 in hospitalized patients","https://doi.org/10.1016/j.jcv.2021.104821","",NA,NA,NA,NA,NA,"sr2_original_202",NA,"original_ft_exclude","original","10.1016/j.jcv.2021.104821"
"Chilkoti Ashutosh","Multiplex point-of-care test for diagnosis, prognosis and serology of COVID19","1R01AI159992-01A1","",NA,NA,NA,NA,NA,"sr2_original_203",NA,"original_ft_exclude","original",NA
"Huang C. B.Kang S.Yu F. X.Wei Z. R.","The Synthesis of a Two-Photon Fluorescence Labelling Probe and its Immunochromatographic Strip for Rapid Diagnosis of COVID-19","https://doi.org/10.1071/CH20344","",NA,NA,NA,NA,NA,"sr2_original_204",NA,"original_ft_exclude","original","10.1071/CH20344"
"Kim S.Hao Y.Miller E. A.Tay D. M. Y.Yee E.Kongsuphol P.Jia H.McBee M.Preiser P. R.Sikes H. D.","Vertical Flow Cellulose-Based Assays for SARS-CoV-2 Antibody Detection in Human Serum","https://doi.org/10.1021/acssensors.1c00235","",NA,NA,NA,NA,NA,"sr2_original_205",NA,"original_ft_exclude","original","10.1021/acssensors.1c00235"
"Kittel M.Muth M.Zahn I.Roth P.Thiaucourt M.Gerhards C.Haselmann V.Neumaier M.Findeisen P.","Clinical evaluation of commercial automated SARS-CoV-2 immunoassays","https://doi.org/10.1016/j.ijid.2020.12.003","",NA,NA,NA,NA,NA,"sr2_original_206",NA,"original_ft_exclude","original","10.1016/j.ijid.2020.12.003"
